Magnetic Field (T),Moment (emu/cm3),M. Std. Err. (emu/cm3),Moment (emu/cm3)_lin-part,Moment (emu/cm3)_y-lin-subtract
6.9999859375,-960.3180750567011,1.9568321890322053,-963.4708605534271,3.1527854967259583
6.99998125,-960.0737596286419,1.9521839030310715,-963.4702153707512,3.39645574210928
5.587530859375001,-765.5268180627521,2.4970651826207084,-769.0619971978854,3.5351791351331965
4.4600453125,-610.5882461030928,2.166885376516477,-613.876046853366,3.2878007502732545
3.5600796875,-486.40022613850294,1.4014915551874183,-490.00570440851703,3.605478270014101
2.841728125,-387.2697669497983,0.9922991022679696,-391.132534621985,3.8627676721867026
2.268308984375,-308.32598075728373,0.7172154727666696,-312.2077142282618,3.881733470978072
1.8105941406250001,-245.12526146750335,0.5696478405295653,-249.20831418183997,4.0830527143366115
1.4452660156250001,-194.64075378430908,0.4463275811612125,-198.92492702637543,4.284173242066344
1.15361455078125,-154.48775990634806,0.36945357317117666,-158.78231955207642,4.294559645728361
0.9208375976562501,-122.4224867609283,0.3041961051997669,-126.74313928131626,4.3206525203879655
0.7350306152343751,-96.80375638131959,0.23885072403918647,-101.16885744000514,4.365101058685554
0.5867341796875001,-76.41931551872524,0.1974309020276022,-80.75748866740132,4.338173148676072
0.46834609375,-60.1605079435827,0.16548078500142424,-64.46267435550097,4.302166411918255
0.37385517578125,-47.24051865476446,0.13809931041260692,-51.45704164956599,4.216522994801526
0.298408447265625,-36.97056198185859,0.11790763730577701,-41.07263158104361,4.102069599185019
0.23819189453125,-28.827267697907445,0.10193178224666091,-32.784487233246615,3.9572195353391706
0.190158239746094,-22.391598208921067,0.08915486254469139,-26.173184421414287,3.7815862124932194
0.151777954101562,-17.309189382495138,0.07688429133876289,-20.89056140354146,3.5813720210463256
0.12115811767578101,-13.336499269178711,0.06869925788915868,-16.67607862963912,3.339579360460411
0.0967235961914062,-10.224407647412036,0.06326909496952735,-13.312936238788883,3.0885285913768468
0.0772218505859375,-7.859862863155738,0.10100547747529315,-10.628736043451712,2.7688731802959743
