"FW, H = 100 Oe_x","FW, H = 100 Oe_y"
3.00078511238098,-0.7444781208183576
3.04469680786133,-0.7558894793484324
3.12111604213715,-0.7519819157673413
3.20185899734497,-0.7571425747002927
3.27461969852447,-0.7595397851509051
3.34911274909973,-0.7651248257274956
3.42252159118652,-0.7617914026275454
3.49758422374725,-0.7693335373942537
3.57286024093628,-0.768401590126883
3.64742588996887,-0.7740973288732282
3.72244560718536,-0.7663724917347551
3.7979451417923,-0.7765996111290518
3.87589108943939,-0.7801437529417288
3.95110094547272,-0.7746599810971053
4.02550959587097,-0.7866513883110322
4.10323429107666,-0.7870933110422142
4.18083810806274,-0.7901173318527155
4.25599074363708,-0.7868386045878812
4.33216094970703,-0.7849107201790291
4.4089629650116,-0.7892788263485505
4.48747396469116,-0.7858960129714293
4.56336808204651,-0.791594426374172
4.64001798629761,-0.7872707569747437
4.7155294418335,-0.7901671873876339
4.79427814483643,-0.7910485142468376
4.86956810951233,-0.8017460938011254
4.94807386398315,-0.7965705747571962
5.02556729316711,-0.8001268699900999
5.10321521759033,-0.7954015046428335
5.17898273468018,-0.8070147965019806
5.25565934181213,-0.8026236678592332
5.33464312553406,-0.79736861684701
5.41292071342468,-0.812089628377727
5.49123764038086,-0.8123199278236661
5.57050728797913,-0.804519786156588
5.64884638786316,-0.8038949591930808
5.72649693489075,-0.8051128205708781
5.80472183227539,-0.8010888101260846
5.88327169418335,-0.8082678140709483
5.96364235877991,-0.8159364468383985
6.04111862182617,-0.8092346342105331
6.119140625,-0.807734178709458
6.19930958747864,-0.8072119074908576
6.27799010276794,-0.8210657735298571
6.35575485229492,-0.8149887877816109
6.43206119537353,-0.815891817563065
6.49960017204285,-0.8059289845258554
6.56634545326233,-0.8231982466598163
6.64390563964844,-0.8168648957019465
6.72279357910156,-0.8116883522062682
6.80214858055115,-0.8200709338980218
6.88307428359985,-0.8061348900965903
6.96302270889282,-0.8191870760525637
7.03629493713379,-0.8149695076849184
7.10765099525452,-0.8135538063676476
7.18233442306519,-0.8076582966129923
7.25949501991272,-0.8252917006580854
7.33334231376648,-0.8259994664852587
7.41224575042725,-0.8286975863665654
7.48674464225769,-0.8168680064140744
7.56249332427978,-0.8197016470552474
7.63825273513794,-0.8193825814008598
7.71422529220581,-0.820961165499746
7.79171514511108,-0.8225438264965972
7.87196493148804,-0.8168190348988907
7.94930720329285,-0.8312994686124207
8.02857756614685,-0.8245271127477496
8.11016511917114,-0.8257548874582714
8.18916034698486,-0.8223473432443353
8.2674388885498,-0.8330881123270055
8.34677839279175,-0.8362259118169715
8.42712116241455,-0.823305192932187
8.50638341903687,-0.8304563414921893
8.58697032928467,-0.8184846769909212
8.66699504852295,-0.8216875171419216
8.74711084365845,-0.8376360900438454
8.82625579833984,-0.8210731117515496
8.90713930130005,-0.8345079744967129
8.98576259613037,-0.8356469664962002
9.06714630126953,-0.8337846696089315
9.14670658111572,-0.8283429297324457
9.22750568389893,-0.8298729726113317
9.30770635604858,-0.8359449812133871
9.38927745819092,-0.8297279749098595
9.46930170059204,-0.8328119191885096
9.5478949546814,-0.8327899379292288
9.62819814682007,-0.8275205334477382
9.70853996276855,-0.8351875733888885
9.78809118270874,-0.8302515029013794
9.8701057434082,-0.8352326970738613
9.9499773979187,-0.8274803091562546
10.0301246643066,-0.8283409611177315
10.1108951568604,-0.8298464197942651
10.1908059120178,-0.824752166592491
10.2697281837463,-0.8309876639008666
10.351327419281,-0.8384115343792379
10.43279504776,-0.8346826365307963
10.5129914283752,-0.835784044810379
10.5929455757141,-0.8373237133421643
10.6718955039978,-0.8345095447241607
10.7529559135437,-0.8372607273241834
10.8334379196167,-0.833240311709442
10.9160127639771,-0.8281374908911661
10.9989485740662,-0.835274184546511
11.0794939994812,-0.831966015452094
11.158194065094,-0.8344256876690744
11.2389802932739,-0.8410391048150228
11.3201651573181,-0.8293596491323685
11.4009289741516,-0.828959444291917
11.4829845428467,-0.8394102368052065
11.5650191307068,-0.8311439630365859
11.6460499763489,-0.8333438847896257
11.7257151603699,-0.8359167792215518
11.8073344230652,-0.8375121553363545
11.8897333145142,-0.8292089767321984
11.9712839126587,-0.8330941628890315
12.0495843887329,-0.8376745977689112
12.1308646202087,-0.8430813806300319
12.2111968994141,-0.8404037686635708
12.2939028739929,-0.8344787987155309
12.3740701675415,-0.841194466860168
12.4586071968079,-0.8355922218145826
12.5378804206848,-0.840127724770633
12.6221227645874,-0.8381609395246371
12.7022075653076,-0.8334364935246439
12.7823624610901,-0.8381652376144149
12.861376285553,-0.8377256965594511
12.9428534507751,-0.8338841731795917
13.0246448516846,-0.8432080992301226
13.108314037323,-0.8417672013360731
13.1892800331116,-0.8280490843022777
13.2693128585815,-0.8376510135165994
13.3501615524292,-0.8425616806184892
13.4342083930969,-0.8317095060182397
13.5140542984009,-0.839044210987246
13.5985283851624,-0.8367293880159892
13.6802101135254,-0.8383098081053041
13.7595806121826,-0.8454337243567855
13.8417682647705,-0.8390216252393944
13.9232444763184,-0.8402634665546643
14.0046362876892,-0.8411368878944261
14.0878915786743,-0.8393838274815473
14.1689310073853,-0.837311047172736
14.2492904663086,-0.8432010146909665
14.3328928947449,-0.8433418809562683
14.4137539863586,-0.8445808439380718
14.4949474334717,-0.8334585419046439
14.5771970748901,-0.8389705090562569
14.6586861610413,-0.8358711633167287
14.7385277748108,-0.8437379208315609
14.8193936347961,-0.8417091425646984
14.9022536277771,-0.8415027483423436
14.9841566085815,-0.8383599452346757
15.0667204856873,-0.8383572063627973
15.1504430770874,-0.8343484254201339
15.2583575248718,-0.8496299373535164
15.3658909797668,-0.8421163964132782
15.4536652565002,-0.8431902063254221
15.537266254425,-0.8440908949559892
15.6190843582153,-0.8379206521676702
15.7031755447388,-0.8433447873369329
15.7863006591797,-0.8438351144443536
15.8699278831482,-0.8458880172801385
15.9573049545288,-0.8372706135542515
16.043571472168,-0.8332111316820009
16.1273365020752,-0.8439381500985346
16.2105169296265,-0.8486032667994307
16.2946805953979,-0.8460389607367174
16.3754367828369,-0.836500670332516
16.457257270813,-0.8423590620370622
16.5397710800171,-0.842303446412838
16.6215171813965,-0.8403627128796644
16.7068471908569,-0.8349895631255083
16.7890853881836,-0.8427686398577338
16.8696413040161,-0.8434373523021484
16.9485168457031,-0.8404577033722641
