Magnetic Field (T),Moment (emu),M. Std. Err. (emu),Moment (emu)_lin-part,Moment (emu)_y-lin-subtract
-0.00029810175895690904,3.15146843684732e-07,1.73936571529926e-08,1.830777309962627e-08,2.9683907058510576e-07
-0.00040237603187561003,3.23149570583162e-07,1.77041366804774e-08,2.471172635171035e-08,2.984378442314517e-07
-0.000522598171234131,3.25726452106421e-07,1.78867702447861e-08,3.209510998765061e-08,2.936313421187704e-07
-0.000645273733139038,3.27622973712134e-07,1.80607340306159e-08,3.962916936416319e-08,2.8799380434797083e-07
-0.0008194731712341311,3.35392196425855e-07,1.78196836635271e-08,5.032754228851873e-08,2.8506465413733626e-07
-0.0010292484283447299,3.40124418894537e-07,1.76474722671836e-08,6.321078666297328e-08,2.769136322315637e-07
-0.00129790802001953,3.49222155578774e-07,1.76384523039518e-08,7.97103835208753e-08,2.695117720578987e-07
-0.0016340393066406201,3.61758235850519e-07,1.79486298061662e-08,1.0035372138200447e-07,2.6140451446851453e-07
-0.00206463069915771,3.77578257252676e-07,1.74545377730748e-08,1.2679828024820866e-07,2.5077997700446735e-07
-0.0025933626174926803,3.91542097356428e-07,1.79390616404321e-08,1.592700913011787e-07,2.3227200605524928e-07
-0.00327298583984375,4.07411299621223e-07,1.79397867552688e-08,2.0100881767293014e-07,2.0640248194829285e-07
-0.00408877830505371,4.35733438289685e-07,1.78307025572215e-08,2.5111031120892644e-07,1.8462312708075854e-07
-0.00512661399841309,4.67932903359329e-07,1.81951123243509e-08,3.14848480534735e-07,1.5308442282459398e-07
-0.00641961517333984,5.07314872118319e-07,1.76710028280353e-08,3.9425751257446517e-07,1.1305735954385385e-07
-0.008061014556884771,5.68556134076427e-07,1.74289173819461e-08,4.950632494642996e-07,7.349288461212735e-08
-0.0101207382202148,6.33282714381115e-07,1.72908809681688e-08,6.215601665174729e-07,1.1722547863642075e-08
-0.012683432769775401,7.31222066169589e-07,1.64341782042332e-08,7.789467934906683e-07,-4.7724727321079275e-08
-0.015892626953125,8.54593556659662e-07,1.60920487899432e-08,9.760378779142852e-07,-1.2144432125462314e-07
-0.0199372421264648,1.02574853363661e-06,1.53819282148389e-08,1.224435932081803e-06,-1.9868739844519302e-07
-0.024979211425781304,1.24307265102948e-06,1.77903123156058e-08,1.5340859999987499e-06,-2.9101334896926994e-07
-0.03130068359375,1.52574789008141e-06,1.60989228936102e-08,1.922316108105904e-06,-3.965682180244939e-07
-0.0392083557128906,1.92023104652849e-06,1.3724153976928e-08,2.407961907077502e-06,-4.877308605490117e-07
-0.0491389465332031,2.40566081509534e-06,1.26034140424754e-08,3.017844264429822e-06,-6.121834493344821e-07
-0.0615598571777344,3.06442719432656e-06,1.22856845493367e-08,3.780668390548724e-06,-7.16241196222164e-07
-0.0771273864746094,3.90741392099707e-06,1.0748913272351e-08,4.736740555591434e-06,-8.293266345943635e-07
-0.09664508056640621,4.99087430372618e-06,9.017449977900861e-09,5.935410151204869e-06,-9.44535847478689e-07
-0.12109924316406201,6.38701895819575e-06,1.58974859886137e-08,7.437250535326741e-06,-1.0502315771309913e-06
-0.151719079589844,8.13711698791334e-06,5.56051540578649e-09,9.317752749042028e-06,-1.1806357611286878e-06
-0.190076062011719,1.0377149092133e-05,9.572488815257982e-09,1.1673427983643877e-05,-1.2962788915108773e-06
-0.23812934570312502,1.32145763672653e-05,1.50962823819553e-08,1.4624596797919144e-05,-1.410020430653844e-06
-0.298347119140625,1.68110605836555e-05,2.41359608432859e-08,1.832284177478898e-05,-1.511781191133482e-06
-0.37377668457031304,2.13742237346209e-05,3.54400749340701e-08,2.2955311484871302e-05,-1.5810877502504022e-06
-0.46826020507812505,2.71024680512908e-05,4.88148505282841e-08,2.8757970486829587e-05,-1.6555024355387885e-06
-0.58663974609375,3.43222658298415e-05,6.64970626845509e-08,3.602819185061981e-05,-1.7059260207783123e-06
-0.734969287109375,4.34098903259895e-05,8.57047548562301e-08,4.5137777753057614e-05,-1.7278874270681152e-06
