"FW, H = 100 Oe_x","FW, H = 100 Oe_y"
3.00078511238098,-3.28165955656732e-07
3.04469680786133,-3.33196082496789e-07
3.12111604213715,-3.31473628470244e-07
3.20185899734497,-3.33748446927889e-07
3.27461969852447,-3.34805137294519e-07
3.34911274909973,-3.3726702318068e-07
3.42252159118652,-3.35797650278222e-07
3.49758422374725,-3.39122223283387e-07
3.57286024093628,-3.3871142092793e-07
3.64742588996887,-3.41222102567319e-07
3.72244560718536,-3.3781699435668e-07
3.7979451417923,-3.42325108585686e-07
3.87589108943939,-3.43887366296714e-07
3.95110094547272,-3.41470119667604e-07
4.02550959587097,-3.46755931967503e-07
4.10323429107666,-3.46950731507408e-07
4.18083810806274,-3.48283719880677e-07
4.25599074363708,-3.46838456902338e-07
4.33216094970703,-3.45988645454916e-07
4.4089629650116,-3.47914106654441e-07
4.48747396469116,-3.46422962517806e-07
4.56336808204651,-3.48934823145735e-07
4.64001798629761,-3.47028949674467e-07
4.7155294418335,-3.48305696200469e-07
4.79427814483643,-3.48694185080006e-07
4.86956810951233,-3.53409678147536e-07
4.94807386398315,-3.51128309352972e-07
5.02556729316711,-3.52695924291636e-07
5.10321521759033,-3.50612983246561e-07
5.17898273468018,-3.55732122298073e-07
5.25565934181213,-3.5379651279235e-07
5.33464312553406,-3.51480086306162e-07
5.41292071342468,-3.57969108188902e-07
5.49123764038086,-3.58070624184672e-07
5.57050728797913,-3.54632321737824e-07
5.64884638786316,-3.5435689801231e-07
5.72649693489075,-3.54893731307643e-07
5.80472183227539,-3.53119947503578e-07
5.88327169418335,-3.56284452442474e-07
5.96364235877991,-3.59664785766366e-07
6.04111862182617,-3.56710626760003e-07
6.119140625,-3.56049225975129e-07
6.19930958747864,-3.5581900882197e-07
6.27799010276794,-3.61925792971961e-07
6.35575485229492,-3.59247057654134e-07
6.43206119537353,-3.59645113181799e-07
6.49960017204285,-3.55253496378997e-07
6.56634545326233,-3.62865787127647e-07
6.64390563964844,-3.60074046025418e-07
6.72279357910156,-3.57792225652523e-07
6.80214858055115,-3.61487267662248e-07
6.88307428359985,-3.55344259554577e-07
6.96302270889282,-3.6109766312397e-07
7.03629493713379,-3.59238558987512e-07
7.10765099525452,-3.58614517846859e-07
7.18233442306519,-3.56015777147007e-07
7.25949501991272,-3.63788581650084e-07
7.33334231376648,-3.64100564826702e-07
7.41224575042725,-3.65289896070382e-07
7.48674464225769,-3.60075417227324e-07
7.56249332427978,-3.61324486021953e-07
7.63825273513794,-3.61183841881499e-07
7.71422529220581,-3.61879681752288e-07
7.79171514511108,-3.625773187197e-07
7.87196493148804,-3.60053830583431e-07
7.94930720329285,-3.66436805764355e-07
8.02857756614685,-3.63451551299208e-07
8.11016511917114,-3.63992754391606e-07
8.18916034698486,-3.62490708902103e-07
8.2674388885498,-3.67225239913744e-07
8.34677839279175,-3.68608381928921e-07
8.42712116241455,-3.62912929044508e-07
8.50638341903687,-3.66065155329757e-07
8.58697032928467,-3.60788045617598e-07
8.66699504852295,-3.62199857556159e-07
8.74711084365845,-3.69229988491327e-07
8.82625579833984,-3.61929027660083e-07
8.90713930130005,-3.67851115158151e-07
8.98576259613037,-3.68353182831525e-07
9.06714630126953,-3.67532282363617e-07
9.14670658111572,-3.65133563426062e-07
9.22750568389893,-3.65808006327075e-07
9.30770635604858,-3.68484547718861e-07
9.38927745819092,-3.65744091340266e-07
9.46930170059204,-3.67103493978295e-07
9.5478949546814,-3.67093804639204e-07
9.62819814682007,-3.64771051143763e-07
9.70853996276855,-3.68150682349822e-07
9.78809118270874,-3.65974862478928e-07
9.8701057434082,-3.68170572870158e-07
9.9499773979187,-3.64753320276077e-07
10.0301246643066,-3.65132695660696e-07
10.1108951568604,-3.65796301845312e-07
10.1908059120178,-3.6355075503397e-07
10.2697281837463,-3.66299362247502e-07
10.351327419281,-3.69571804354368e-07
10.43279504776,-3.67928106182775e-07
10.5129914283752,-3.68413606952415e-07
10.5929455757141,-3.69092292841226e-07
10.6718955039978,-3.6785180731441e-07
10.7529559135437,-3.690645286045e-07
10.8334379196167,-3.67292329401522e-07
10.9160127639771,-3.65043005984826e-07
10.9989485740662,-3.68188860548102e-07
11.0794939994812,-3.66730619611283e-07
11.158194065094,-3.67814843124528e-07
11.2389802932739,-3.70730037402462e-07
11.3201651573181,-3.65581733337548e-07
11.4009289741516,-3.65405323043877e-07
11.4829845428467,-3.70012032383735e-07
11.5650191307068,-3.66368258906527e-07
11.6460499763489,-3.67337984415267e-07
11.7257151603699,-3.6847211628086e-07
11.8073344230652,-3.69175358072265e-07
11.8897333145142,-3.65515316943553e-07
11.9712839126587,-3.67227907001485e-07
12.0495843887329,-3.69246962696536e-07
12.1308646202087,-3.71630272581718e-07
12.2111968994141,-3.70449981226902e-07
12.2939028739929,-3.67838254473806e-07
12.3740701675415,-3.70798520991962e-07
12.4586071968079,-3.68329051375868e-07
