Magnetic Field (T),Moment (muB/f.u.),M. Std. Err. (muB/f.u.),Moment (muB/f.u.)_lin-part,Moment (muB/f.u.)_y-lin-subtract
6.999982812500001,-6.786558412380254,0.012915410572761063,-6.8264976834256235,0.039939271045369325
6.999983593750001,-6.784524384533551,0.01302950224934881,-6.826498445313396,0.041974060779845355
5.5875296875,-5.4046227242307,0.016073265439703797,-5.449050303334676,0.04442757910397567
4.4600453125,-4.30540086787375,0.015152049940045164,-4.349509107277477,0.04410823940372677
3.5600820312500003,-3.4279516138297024,0.00966836751537609,-3.471850201651236,0.04389858782153381
2.841701171875,-2.7260957925347884,0.006566718844241209,-2.771273442579266,0.045177650044477484
2.268290625,-2.1677245844421105,0.004882553096202072,-2.212074102417456,0.04434951797534556
1.810590234375,-1.7213625274155095,0.003940326392715756,-1.7657171984083344,0.044354670992824884
1.4452598632812501,-1.364516943178391,0.0030268873868080524,-1.4094410476293562,0.04492410445096506
1.15361572265625,-1.08043503175734,0.002449448667834825,-1.125024913520281,0.04458988176294123
0.920844921875,-0.853532076504653,0.0019767479330041735,-0.8980230229635205,0.044490946458867565
0.735039208984375,-0.6725619746421456,0.0015653758611054135,-0.7168222539630469,0.044260279320901236
0.5867280273437501,-0.5280994085902864,0.0013128539778897459,-0.5721867648461452,0.04408735625585877
0.468326416015625,-0.41273584954609494,0.0010638307098104168,-0.4567195776979186,0.04398372815182369
0.37383063964843805,-0.3208875325121857,0.0009191936501339854,-0.36456575164677674,0.04367821913459102
0.2984158203125,-0.24777035997259808,0.0007603571352509487,-0.2910199868524089,0.0432496268798108
0.238198046875,-0.18964346061804285,0.0006733891597637658,-0.232294629678949,0.04265116906090617
0.190149670410156,-0.14341578154819137,0.0005717501954946311,-0.18543706739409593,0.04202128584590457
0.151790222167969,-0.10700600275704299,0.0005067470790129455,-0.14802830631897368,0.041022303561930706
0.121163024902344,-0.07868646342956202,0.0004860071829082503,-0.11816016281292724,0.039473699383365216
