Magnetic Field (T),Moment (muB/f.u.),M. Std. Err. (muB/f.u.),Moment (muB/f.u.)_lin-part,Moment (muB/f.u.)_y-lin-subtract
6.999965625000001,-6.243085936898184,0.013584449544937904,-6.484782343112508,0.24169640621432487
6.999959375,-6.243008185550204,0.013507729639027199,-6.48477655309984,0.2417683675496359
5.58753359375,-4.9264248491207745,0.016546451526947364,-5.176302446527796,0.24987759740702192
4.460055078125,-3.883375135931705,0.015505909725280844,-4.1318040643855705,0.24842892845386527
3.56008828125,-3.0578593599168844,0.009821751522053728,-3.2980729996330167,0.24021363971613238
2.8417267578125003,-2.406498381220898,0.0066441429533713615,-2.632581428285636,0.22608304706473775
2.26829921875,-1.8934291729169277,0.005011489912763098,-2.1013569938275083,0.2079278209105808
1.8105927734375,-1.4912016259170193,0.0039026894307576374,-1.6773368151725179,0.18613518925549863
1.44524404296875,-1.174366687807844,0.002973163295441345,-1.3388770107470755,0.16451032293923148
1.15361455078125,-0.9256564716019859,0.0024886350271369068,-1.0687108580856663,0.14305438648368038
0.9208547851562501,-0.7295349238145803,0.001960142013241128,-0.853081739433815,0.1235468156192347
0.7350306152343751,-0.575145697367822,0.0015904955769040574,-0.6809338517743077,0.10578815440648563
0.5867244140625,-0.4527984088917897,0.0013225693998609167,-0.5435426864093396,0.0907442775175499
0.46834609375,-0.355843485287557,0.0011203332501451765,-0.4338767705328146,0.07803328524525761
0.37384414062500004,-0.2788921766038075,0.0009100483178728103,-0.34632996961339646,0.06743779300958894
0.29840107421875,-0.2177592823095044,0.000773444223719177,-0.2764393599803649,0.05868007767086051
0.238218896484375,-0.16919239573340922,0.0006785646304452094,-0.22068646854499677,0.05149407281158756
0.190154577636719,-0.13050343624280927,0.0005919178597919476,-0.17615958614376936,0.045656149900960084
0.151779187011719,-0.09969600806718323,0.0005235627715165454,-0.140608546486336,0.04091253841915277
0.12116425781250001,-0.07524624179742576,0.00047869463417608203,-0.11224681402329482,0.03700057222586906
0.09672849731445311,-0.055907738930784684,0.0004327313470359745,-0.08960947596947251,0.033701737038687826
0.0772206237792969,-0.04058952151901476,0.00040150888078702824,-0.07153734238632328,0.03094782086730852
0.061640820312500004,-0.028262483961988057,0.00042244480701371357,-0.0571041808762412,0.02884169691425315
0.049222366333007805,-0.018978382359445413,0.00035765048400438013,-0.04559969993888428,0.026621317579438867
0.0392782806396484,-0.011190809125477692,0.0003421749430703796,-0.03638747879705621,0.02519666967157851
