Magnetic Field (Oe),Moment (emu/cm3),M. Std. Err. (emu/cm3),Moment (emu/cm3)_lin-part,Moment (emu/cm3)_y-lin-subtract
-55874.51171875,1244.6602972376033,4.460097047184373,1268.9956210023759,-24.33532376477251
-69999.6796875,1574.9108946382335,3.3420597283569013,1589.7997899675195,-14.888895329286136
-55875.3359375,1245.178454006299,4.339775327076142,1269.0143402708281,-23.835886264529144
-44600.53515625,982.7834469467489,3.911857113988062,1012.9463697604184,-30.162922813669546
-35600.84765625,775.2413683188902,2.4880947619151033,808.5497016449746,-33.30833332608431
-28417.083984375,611.4914240365576,1.7035115567158192,645.395441115371,-33.904017078813396
-22682.96875,482.7657186986683,1.2953395318631113,515.1649138335896,-32.39919513492127
-18105.96484375,381.36462342239565,0.9891241336395672,411.214154611242,-29.849531188846377
-14452.40234375,301.74370313599974,0.7867687996506125,328.2361621252217,-26.492458989221973
-11536.390625,239.2392119250967,0.6464137988701757,262.0090759627201,-22.76986403762341
-9208.36328125,189.81782340788914,0.5045900573390545,209.1360142765063,-19.318190868617187
-7350.2568359375,150.9908061381771,0.4141991312795662,166.935574936173,-15.944768797995891
-5867.32958984375,120.17734426359361,0.33502061324582993,133.25602904536586,-13.07868478177225
-4683.3134765625,95.75721018300284,0.2854887054694206,106.36521216425912,-10.608001981256278
-3738.50268554687,76.37202687544062,0.24227739150677635,84.90711401550543,-8.535087140064809
-2984.20727539063,60.96117871181039,0.20331615228009514,67.77591155867484,-6.814732846864454
-2382.04150390625,48.73097179390627,0.17253978733377046,54.09980587783058,-5.368834083924316
-1901.33728027344,38.9919669954628,0.15438239793833394,43.18227772370662,-4.190310728243819
-1517.96362304687,31.23956608856179,0.13680395362147096,34.47527559942806,-3.23570951086627
-1211.55676269531,25.10281409595538,0.1220666119195941,27.516307152626666,-2.4134930566712867
-967.199157714844,20.205247888702957,0.1111706402780927,21.966572199421122,-1.761324310718166
-771.875,16.34218554780042,0.10546979279681278,17.530461830103345,-1.1882762823029265
-616.481811523437,13.316559018195635,0.09902800130096295,14.00124484646423,-0.6846858282685951
-492.12548828125,10.93027785254075,0.09308025806139397,11.176922543074234,-0.24664469053348395
-392.880950927734,8.961546255694367,0.0884628095158552,8.922927305604334,0.03861895009003298
-313.485290527344,7.45042258196295,0.08669022272160806,7.119730422527561,0.33069215943538904
-250.442276000977,6.197590960648732,0.08092965177544927,5.687927138564319,0.5096638220844129
-200.120742797852,5.2567125624792,0.07940500209024312,4.545048152912936,0.7116644095662643
-159.613250732422,4.45230259147284,0.07655897277925693,3.625061052040082,0.827241539432758
-127.619445800781,3.8633189118725517,0.07532772688079786,2.898432807630165,0.9648861042423867
-101.894371032715,3.3716653244166244,0.07705924181900703,2.31417701323582,1.0574883111808047
-81.2971343994141,3.037528429470802,0.07559149655782221,1.8463822658924187,1.1911461635783833
-65.1039505004883,2.7020020161710963,0.07535829311414463,1.4786102921298754,1.2233917240412209
-51.9776649475098,2.4426632043839205,0.07508535039736935,1.1804922706140517,1.2621709337698686
-41.2680816650391,2.2313722050196008,0.07477975331065316,0.9372612539991003,1.2941109510205004
-33.3064308166504,2.0668493614437584,0.07562622709937962,0.7564399859151645,1.310409375528594
-26.5592727661133,1.9205488341427723,0.07379510690699081,0.6032017068329101,1.3173471273098623
-21.3087558746338,1.828624159494416,0.0718960331925403,0.4839544375802536,1.3446697219141623
-17.1745872497559,1.7211971162212598,0.0717558930984105,0.3900611449128749,1.3311359713083846
-13.6415300369263,1.674338666507528,0.07210421580758405,0.3098200118109082,1.3645186546966197
-11.0530729293823,1.6200678980399748,0.07600182455483462,0.251032191862523,1.3690357061774516
-8.86944770812988,1.5913603384696737,0.0732101990079875,0.20143872324076884,1.389921615228905
-7.02931308746338,1.5538223831164657,0.0738174577652078,0.15964645152598889,1.3941759315904767
-5.82709217071533,1.5353672251335053,0.07150536788941687,0.1323421757139681,1.4030250494195373
-4.72301149368286,1.4887371229016162,0.07219664754015562,0.10726681485104035,1.381470308050576
-3.70480370521545,1.4766179392227252,0.0723160476927161,0.08414175862970674,1.3924761805930186
-3.23863649368286,1.4729382035577163,0.0728019733229279,0.07355438825468774,1.3993838153030285
-2.68659615516663,1.4540887228190364,0.07337339787207221,0.06101670782322398,1.3930720149958125
-2.18362617492676,1.4595061349933394,0.06669954178508679,0.0495934902811571,1.4099126447121821
-1.84013426303864,1.4526026046032692,0.06841441798592743,0.04179226359250426,1.4108103410107649
-1.49664258956909,1.4241154858137341,0.07332843016447994,0.03399104231870181,1.3901244434950322
1.10408055782318,1.3759495891165192,0.06538700424866636,-0.025075358155502464,1.4010249472720215
1.37396705150604,1.3810902275672632,0.07407328858793809,-0.03120489321748505,1.4122951207847483
1.6929235458374,1.3686048539022955,0.06510412063337973,-0.038448883046588826,1.4070537369488842
2.34310436248779,1.3590010278492788,0.07358814267023735,-0.05321548384199622,1.4122165116912753
3.03008770942688,1.3388588267272434,0.06966812509108912,-0.0688179263896009,1.4076767531168444
3.98695755004883,1.3390154513876786,0.06749827181440482,-0.09054990399918815,1.4295653553868668
5.10330581665039,1.3140943017528997,0.0707814161482378,-0.11590388058446514,1.4299981823373646
6.51407527923584,1.2815816767616808,0.06937388951223401,-0.14794461284672217,1.429526289608403
8.25606918334961,1.2736727382970587,0.07404502116991006,-0.18750795878270812,1.461180697079767
10.3538227081299,1.2347849064036354,0.06504555414422224,-0.2351511498371219,1.4699360562407573
13.0894889831543,1.1600310625767523,0.07163224201512157,-0.29728231513489195,1.4573133777116443
16.2545204162598,1.138498495789391,0.06720334373778515,-0.369165019885186,1.507663515674577
20.7321796417236,1.0616284260769437,0.07206006242856922,-0.4708595094595384,1.5324879355364822
25.835485458374,0.9713128328355533,0.07057699422684426,-0.5867633900440038,1.5580762228795568
32.5213050842285,0.8724048982313252,0.06414239937464072,-0.7386085796848111,1.6110134779161362
40.8141784667969,0.7760953800021738,0.07766131154279864,-0.9269524181236716,1.7030477981258454
51.2784080505371,0.5876475511399972,0.07108498390767008,-1.1646110769728322,1.7522586281128294
64.2574920654297,0.37038813529033127,0.06512872878327125,-1.4593859264144893,1.8297740617048204
80.6714859008789,0.09666136498731152,0.063409654551388,-1.8321728315635015,1.928834196550813
101.072448730469,-0.19547826027297713,0.06818392274814311,-2.2955099006245363,2.1000316403515593
126.834327697754,-0.62835056438019,0.06400466933559376,-2.880601574675039,2.252251010294849
158.987609863281,-1.168697254797246,0.11232228774207408,-3.6108517909863767,2.4421545361891304
199.163864135742,-1.853791025108652,0.06228346857011137,-4.523315974953864,2.6695249498452114
249.571273803711,-2.6958942611383385,0.06397784527060416,-5.668145346469605,2.9722510853312665
313.068206787109,-3.8797029284305724,0.05995422074497562,-7.110257812858707,3.230554884428135
392.120361328125,-5.264634268616086,0.05673273431405571,-8.905653152478092,3.6410188838620052
491.426300048828,-7.121595690507731,0.05143721861088081,-11.161042908909984,4.039447218402252
615.659851074219,-9.490453621551515,0.05300770092700769,-13.982576867476865,4.492123245925351
771.261596679688,-12.603450428418808,0.16022640761104262,-17.51653050250083,4.913080074082023
966.720703125,-16.32283087876483,0.036251590550245454,-21.95570576389115,5.632874885126318
1210.98010253906,-21.13317334517602,0.026410796423980823,-27.50321031847854,6.370036973302521
1517.12939453125,-27.22603914771755,0.022324017775507837,-34.45632899388875,7.230289846171193
1900.68701171875,-34.889555011743695,0.030593291000354923,-43.16750913024614,8.277954118502443
2381.1953125,-44.57320952837736,0.06578271813218173,-54.08058757674787,9.507378048370503
2983.36083984375,-56.67147625453121,0.08822384478440586,-67.75668771278498,11.085211458253779
3737.66870117188,-72.0290260655701,0.13213053873101216,-84.88817295477324,12.859146889203146
4682.62646484375,-91.36876155961262,0.18739545901921906,-106.3496090773443,14.98084751773167
5866.65478515625,-115.71817330026474,0.24750699991462755,-133.24070319880133,17.522529898536593
7349.69287109375,-146.45385344676768,0.32786230167256464,-166.92276643198917,20.46891298522147
9207.7861328125,-185.26031972483608,0.44300494282365543,-209.1229063527442,23.86258662790812
11535.458984375,-234.40387726189792,0.560078995842947,-261.98791697918523,27.58403971728733
14451.9736328125,-296.97204925964803,0.7099361171788314,-328.2264254441192,31.25437618447114
18105.19140625,-376.53173176866187,0.8908090063738953,-411.19658866264706,34.664856893985174
22682.21875,-477.61558597147047,1.2073995801415207,-515.1478801864672,37.53229421499676
28416.4453125,-606.5369048533379,1.6676305903665964,-645.3809359002433,38.84403104690546
35600.05078125,-770.1601622379121,2.365367460795122,-808.531603394907,38.37144115699496
44599.8515625,-978.1354559992591,3.8791348695772303,-1012.9308443008016,34.795388301542516
55874.57421875,-1239.9869154233138,4.231362311712975,-1268.9970404729695,29.01012504965568
69999.515625,-1570.041928658941,3.296319688878056,-1589.7960638572117,19.754135198270564
69999.5078125,-1569.6210939317843,3.179194691530776,-1589.7958864233874,20.17479249160307
