Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Moment (emu)_lin-part,Moment (emu)_y-lin-subtract
-6.47727298736572,4.60022844920449e-07,1.65277792602449e-08,3.859796919235566e-08,4.2142487572809335e-07
-8.10885810852051,4.60123893690035e-07,1.6040438696571e-08,4.832055960407312e-08,4.1180333408596187e-07
-10.3660898208618,4.59202643567496e-07,1.67592859848441e-08,6.177136834146903e-08,3.97431275226027e-07
-13.0894889831543,4.71626540471043e-07,1.66630844536021e-08,7.800006167733599e-08,3.9362647879370703e-07
-16.438533782959,4.73919401004053e-07,1.65569168872321e-08,9.795696765595103e-08,3.75962433348102e-07
-20.78125,4.86482211090955e-07,1.60627754034709e-08,1.2383514618624364e-07,3.6264706490471136e-07
-26.0072326660156,4.80993261988668e-07,1.69113008968545e-08,1.5497669577603335e-07,3.260165662126347e-07
-32.5581092834473,4.97460666093323e-07,1.60408056737166e-08,1.940132678574866e-07,3.0344739823583633e-07
-40.8509826660156,5.08847725147115e-07,1.60406247603721e-08,2.434303716233502e-07,2.654173535237648e-07
-51.2538719177246,5.2744344330622e-07,1.61008249504133e-08,3.0542102720204193e-07,2.2202241610417812e-07
-64.2820281982422,5.57160586776508e-07,1.73612827419472e-08,3.830556082563638e-07,1.7410497852014425e-07
-80.6960220336914,5.73083258443709e-07,1.63235198137842e-08,4.808663427460097e-07,9.221691569769934e-08
-101.109245300293,6.02708494984954e-07,1.59115644457456e-08,6.025084233403935e-07,2.0007164456047582e-10
-126.969268798828,6.50418748243233e-07,1.56386056621669e-08,7.566079019723708e-07,-1.0618915372913779e-07
-159.134811401367,7.1687649963474e-07,1.5531694000158e-08,9.482818710716918e-07,-2.3140537143695181e-07
-199.114791870117,8.09396220549969e-07,1.49007772230178e-08,1.1865219541211147e-06,-3.7712573357114566e-07
-249.804351806641,9.46428276046278e-07,1.40290393080072e-08,1.4885802549863567e-06,-5.421519789400787e-07
-312.957763671875,1.13998801229708e-06,1.45735911621244e-08,1.864910456032555e-06,-7.249224437354749e-07
-392.304382324219,1.41565213073813e-06,1.28860496970478e-08,2.3377357249743726e-06,-9.220835942362426e-07
-491.426300048828,1.81801050784118e-06,1.2053461546418e-08,2.9284016941382957e-06,-1.1103911862971156e-06
-615.684387207031,2.37472308877257e-06,1.25552430574389e-08,3.6688537067967773e-06,-1.2941306180242073e-06
-771.433349609375,3.15543310054174e-06,1.00701212763804e-08,4.596959356237982e-06,-1.4415262556962422e-06
-966.364929199219,4.18953111382032e-06,9.17565917341949e-09,5.758553613312206e-06,-1.5690224994918857e-06
-1210.96789550781,5.54843155218194e-06,2.99803328733304e-08,7.216138892850886e-06,-1.667707340668946e-06
-1517.09252929687,7.283720490819e-06,5.4435839463727604e-09,9.040330833974666e-06,-1.7566103431556662e-06
-1900.80969238281,9.50783901130294e-06,7.881562820052761e-09,1.1326895452797792e-05,-1.8190564414948518e-06
-2381.20727539062,1.23021449755457e-05,1.45441548148705e-08,1.4189577193274917e-05,-1.8874322177292168e-06
-2983.54467773438,1.5824271492551e-05,2.33763068756378e-08,1.7778896424441558e-05,-1.9546249318905567e-06
-3737.7177734375,2.02688685530732e-05,3.44405853934499e-08,2.22730021955635e-05,-2.0041336424903e-06
-4682.638671875,2.5863543607194e-05,4.51615882210837e-08,2.790377116241797e-05,-2.0402275552239696e-06
-5866.49560546875,3.28858918993868e-05,6.30066187468157e-08,3.4958356254035664e-05,-2.0724643546488655e-06
-7349.70458984375,4.16930771268008e-05,8.12993336039087e-08,4.379677556975672e-05,-2.10369844295592e-06
-9207.8232421875,5.27154409409883e-05,1.05138377806309e-07,5.486927577760631e-05,-2.1538348366180124e-06
-11535.6298828125,6.65600170402821e-05,1.37267182998766e-07,6.874063941719033e-05,-2.1806223769082393e-06
-14451.7158203125,8.38895448046765e-05,1.82041935107207e-07,8.611755025566069e-05,-2.22800545098418e-06
-18105.42578125,0.0001056621458562,2.29287452782139e-07,0.0001078899512004946,-2.2278053442946065e-06
-22682.232421875,0.000132902319233,2.92543549150586e-07,0.00013516307093140433,-2.2607516984043366e-06
-28416.408203125,0.0001669914475468,3.91269928765224e-07,0.0001693329354067709,-2.3414878599708967e-06
-35600.08203125,0.0002097234916884,5.84277712952438e-07,0.00021214033624455264,-2.4168445561526452e-06
-44599.69140625,0.0002634425040191,9.42804039693778e-07,0.00026576886881945615,-2.326364800356133e-06
-55874.47265625,0.0003306397021397,1.09551257247013e-06,0.0003329551152825741,-2.3154131428740994e-06
-69999.703125,0.0004147067388903,8.25249055623017e-07,0.00041712714439593536,-2.4204055056353574e-06
-55875.234375,0.0003302983524947,1.04603943433916e-06,0.00033295965435278205,-2.661301858082035e-06
-44600.55078125,0.0002631026535808,9.37449238308549e-07,0.00026577398982174206,-2.671336240942033e-06
-35600.95703125,0.0002094079658841,5.79488796757692e-07,0.000212145550355971,-2.7375844718710183e-06
-28417.083984375,0.0001665936936525,4.06822873289739e-07,0.00016933696237675025,-2.7432687242502467e-06
-22682.90625,0.0001324460737412,3.03583548340211e-07,0.00013516708626274212,-2.7210125215421154e-06
-18105.96484375,0.0001051760704669,2.27564231036917e-07,0.00010789316346556485,-2.717092998664848e-06
-14452.3896484375,8.33933735524063e-05,1.86401684816226e-07,8.612156558699848e-05,-2.7281920345921854e-06
-11536.390625,6.6062050899515e-05,1.46401448548538e-07,6.874517266807752e-05,-2.6831217685625196e-06
-9208.400390625,5.21921319829571e-05,1.19939981754273e-07,5.487271499618695e-05,-2.680583013229851e-06
-7350.416015625,4.11375331740267e-05,9.81672956772444e-08,4.380101494494453e-05,-2.6634817709178285e-06
-5867.255859375,3.23060844066645e-05,8.13056847392209e-08,3.496288659526245e-05,-2.656802188597954e-06
-4683.27685546875,2.52800129523282e-05,6.92508908218065e-08,2.7907574088547326e-05,-2.6275611362191254e-06
-3738.45361328125,1.96518046243083e-05,5.57721533247492e-08,2.22773870537708e-05,-2.6255824294624974e-06
-2984.17016601562,1.51877478658335e-05,4.75760652358854e-08,1.7782623699400723e-05,-2.5948758335672235e-06
-2382.04150390625,1.16386490179559e-05,4.23826009909789e-08,1.4194548348050774e-05,-2.555899330094873e-06
-1901.44763183594,8.81853972548245e-06,3.61281132469867e-08,1.1330696924096983e-05,-2.512157198614532e-06
-1517.80407714844,6.59419958035903e-06,3.19942673571722e-08,9.044570936577622e-06,-2.4503713562185922e-06
-1211.69165039062,4.84812619955279e-06,2.83990415139606e-08,7.220451736963525e-06,-2.3723255374107355e-06
-967.370849609375,3.49962827717884e-06,2.60839418222764e-08,5.764547877422565e-06,-2.264919600243725e-06
-772.243041992188,2.45720359848564e-06,4.96503545908867e-08,4.601784300579228e-06,-2.144580702093588e-06
-616.530883789063,1.73842860124306e-06,2.3029740886285e-08,3.6738979667899e-06,-1.93546936554684e-06
-492.076477050781,1.17960086358557e-06,2.29285474538506e-08,2.9322760888009738e-06,-1.7526752252154039e-06
-392.819610595703,7.65738599614458e-07,2.16206658309036e-08,2.3408059622468423e-06,-1.5750673626323842e-06
-313.583435058594,4.70560453150046e-07,2.04101863178852e-08,1.8686388221144265e-06,-1.3980783689643806e-06
-250.454559326172,2.48472756913957e-07,1.95295147163655e-08,1.4924548315028086e-06,-1.2439820745888516e-06
-200.083938598633,1.0019562160582e-07,1.95848854287832e-08,1.192297084433377e-06,-1.092101462827557e-06
-159.576446533203,-1.58591059207004e-08,1.93443165432174e-08,9.509135679673017e-07,-9.667726738880021e-07
-127.447700500488,-9.5086866055282e-08,1.82498619368323e-08,7.594588690564105e-07,-8.545457351116924e-07
-102.004776000977,-1.64182598595619e-07,1.75837424453355e-08,6.078448768854629e-07,-7.720274754810819e-07
-81.3952713012695,-1.89622380238421e-07,1.87356592898119e-08,4.850331582778549e-07,-6.746555385162758e-07
-65.0058135986328,-2.28827500245579e-07,1.6978950695072e-08,3.873686342227921e-07,-6.161961344683711e-07
-52.1003379821777,-2.54945945218275e-07,1.84087333348036e-08,3.10465105341386e-07,-5.65411050559661e-07
-41.5747680664063,-2.90445221431872e-07,1.86881336209085e-08,2.477433975897792e-07,-5.381886190216512e-07
-33.2573623657227,-3.12306355804897e-07,1.65255793892019e-08,1.9818010612105377e-07,-5.104864619259507e-07
-26.4734001159668,-3.24557562789601e-07,1.73401350065308e-08,1.5775458037450435e-07,-4.823121431641054e-07
-21.2596855163574,-3.36332239473202e-07,1.8022026705308e-08,1.2668613600200592e-07,-4.6301837547520794e-07
-17.1132488250732,-3.48585822356725e-07,1.68084616439236e-08,1.0197758411907379e-07,-4.5056340647579884e-07
-13.5556564331055,-3.55118886630231e-07,1.78892628772991e-08,8.077794627580699e-08,-4.35896832906038e-07
-11.0162706375122,-3.65281640221949e-07,1.82334963568265e-08,6.564578573586992e-08,-4.3092742595781897e-07
-8.80810928344727,-3.56438172198761e-07,1.80917111647838e-08,5.248738650177936e-08,-4.089255587005404e-07
-7.25012922286987,-3.5377604468646e-07,1.708436251442e-08,4.320340750355477e-08,-3.9697945219001476e-07
-5.76575422286987,-3.64065616292278e-07,1.72544958356387e-08,3.435803991882308e-08,-3.984236562111011e-07
-4.50219535827637,-3.67941854206626e-07,1.73724153718324e-08,2.6828512257500482e-08,-3.947703664641265e-07
-3.74160647392273,-3.69654124494877e-07,1.69858655228349e-08,2.22961749013951e-08,-3.919502993962721e-07
-3.23863649368286,-3.66936508172639e-07,1.71209199057483e-08,1.929898459617783e-08,-3.862354927688168e-07
-2.60072302818298,-3.74266576033241e-07,1.71521306399752e-08,1.5497668156870718e-08,-3.8976424419011173e-07
-2.14682340621948,-3.74371417146436e-07,1.72372778381994e-08,1.2792887354958864e-08,-3.871643045013949e-07
-1.77879655361176,-3.72248635219539e-07,1.74060915894745e-08,1.0599821052732569e-08,-3.8284845627227157e-07
-1.45983994007111,-3.7746608039825e-07,1.69848419549488e-08,8.69916354344532e-09,-3.861652439416953e-07
1.10408055782318,-3.78966987732096e-07,1.64937352285199e-08,-6.579198906678999e-09,-3.72387788825417e-07
1.37396705150604,-3.8094927761271e-07,1.67356600406814e-08,-8.18744833339345e-09,-3.7276182927931655e-07
1.77879655361176,-3.80906412685529e-07,1.72840469233775e-08,-1.0599821052732569e-08,-3.7030659163279646e-07
2.37990713119507,-3.85883193126251e-07,1.70496672781327e-08,-1.4181829654194299e-08,-3.717013634720567e-07
2.98101758956909,-3.86791024073302e-07,1.6537753204463e-08,-1.776383754528972e-08,-3.690271865280123e-07
3.97469019889832,-3.85347585977008e-07,1.72127226704651e-08,-2.3685117200630534e-08,-3.6166246877637746e-07
5.14010858535767,-3.82499230964387e-07,1.71988229961124e-08,-3.0629827276074975e-08,-3.51869403688312e-07
6.51407527923584,-3.87021129883705e-07,1.70648930655405e-08,-3.88172734783695e-08,-3.4820385640533546e-07
8.28060436248779,-3.91108283620961e-07,1.65125755489192e-08,-4.9343992865641976e-08,-3.4176429075531903e-07
10.4028921127319,-3.92395239966722e-07,1.62949902683443e-08,-6.199067262748275e-08,-3.304045673392393e-07
13.1262922286987,-3.99092226395354e-07,1.78191661137572e-08,-7.821937164628007e-08,-3.208728547490739e-07
16.4139976501465,-4.05269182453013e-07,1.66568478582918e-08,-9.781075722136789e-08,-3.074584252316451e-07
20.5849685668945,-4.14578538437005e-07,1.62517493648524e-08,-1.2266550817302187e-07,-2.919130302639831e-07
25.7864170074463,-4.2130274364628e-07,1.7371899667244e-08,-1.5366085869408972e-07,-2.6764188495219027e-07
32.5703773498535,-4.24752738643843e-07,1.56579215882132e-08,-1.9408637307477785e-07,-2.3066636556906515e-07
40.7528419494629,-4.37301110136292e-07,1.72188434900978e-08,-2.4284555261673966e-07,-1.9445555751955231e-07
51.4501571655273,-4.57718495213888e-07,1.56975469116668e-08,-3.065906879469851e-07,-1.5112780726690288e-07
64.2452239990234,-4.79313780985785e-07,1.63277156501665e-08,-3.828362926044887e-07,-9.64774883812963e-08
80.6960220336914,-5.00195192975815e-07,1.52716608646111e-08,-4.808663427460097e-07,-1.9328850229805345e-08
101.072448730469,-5.31288088221708e-07,1.62750473396557e-08,-6.022891531519637e-07,7.100106493025572e-08
126.74845123291,-5.86877917974622e-07,1.50499656487312e-08,-7.552920535245659e-07,1.6841413554994385e-07
158.96305847168,-6.43457329754065e-07,1.61926733216856e-08,-9.472583980296128e-07,3.038010682755478e-07
199.163864135742,-7.33678877093027e-07,1.72339375335563e-08,-1.186814374990281e-06,4.5313549789725413e-07
249.632614135742,-8.75515083793443e-07,1.7245944893823e-08,-1.4875568728711586e-06,6.120417890777156e-07
313.055908203125,-1.06869238284528e-06,1.45515525892811e-08,-1.8654952977708876e-06,7.968029149256077e-07
392.279815673828,-1.33318940150369e-06,1.5270677762364e-08,-2.337589332686013e-06,1.004399931182323e-06
491.475341796875,-1.74171179188987e-06,1.26071971808676e-08,-2.928693933153688e-06,1.186982141263818e-06
615.659851074219,-2.30281945030391e-06,1.21724460380918e-08,-3.668707496362197e-06,1.3658880460582868e-06
771.298400878906,-3.08481405557873e-06,1.07031893377081e-08,-4.596155198847773e-06,1.5113411432690428e-06
966.683898925781,-4.12738722195323e-06,8.79415358980642e-09,-5.760454348961784e-06,1.6330671270085537e-06
1210.98010253906,-5.48064777864999e-06,6.4973721742039e-09,-7.2162116343606295e-06,1.7355638557106393e-06
1517.23986816406,-7.22539809890025e-06,5.82845476666021e-09,-9.041208823997277e-06,1.815810725097027e-06
1900.74841308594,-9.43775369999864e-06,7.285872383156331e-09,-1.1326530290418911e-05,1.888776590420271e-06
2381.55102539062,-1.22403523005937e-05,1.34434306818938e-08,-1.4191625594189276e-05,1.951273293595576e-06
2983.5078125,-1.57507462598907e-05,2.23500591454271e-08,-1.7778676745082108e-05,2.027930485191409e-06
3737.80322265625,-2.01975056891339e-05,3.21696550297625e-08,-2.2273511386131698e-05,2.076005696997797e-06
4682.5654296875,-2.57865326990897e-05,4.53797899584339e-08,-2.7903334713359514e-05,2.1168020142698136e-06
5866.45849609375,-3.28167196528402e-05,6.06651319753562e-08,-3.4958135119846044e-05,2.1414154670058427e-06
7349.68017578125,-4.1610956249466e-05,8.10216617157024e-08,-4.3796630086737226e-05,2.185673837271226e-06
9207.7861328125,-5.26303066567351e-05,1.03483362273192e-07,-5.486905464341669e-05,2.2387479866815867e-06
11535.4091796875,-6.64585111670567e-05,1.33524717686371e-07,-6.873932425069419e-05,2.280813083637486e-06
14451.751953125,-8.38357887777498e-05,1.76898049676149e-07,-8.611776557052953e-05,2.281976792779732e-06
18105.216796875,-0.0001055257697445,2.34463092571805e-07,-0.00010788870586584781,2.362936121347813e-06
22682.18359375,-0.0001327484442638,2.84913581870033e-07,-0.00013516277996536536,2.4143357015653493e-06
28416.5078125,-0.0001669373674239,3.77779519776898e-07,-0.0001693335289774904,2.3961615535903792e-06
35600.16015625,-0.0002096154579422,5.6181616036433e-07,-0.000212140801790215,2.525343848014996e-06
44599.828125,-0.0002631753322247,9.10038789959588e-07,-0.00026576968352436526,2.5943512996652704e-06
55874.57421875,-0.0003305550717026,1.07379819817341e-06,-0.0003329557204919351,2.40064878933514e-06
69999.5390625,-0.000414595249153,7.92304107831404e-07,-0.0004171261667500444,2.5309175970443997e-06
69999.4765625,-0.0004145463565675,7.96148709604753e-07,-0.00041712579431351455,2.5794377460145704e-06
