Magnetic Field (Oe),Moment (muB/f.u.),M. Std. Err. (muB/f.u.),Moment (muB/f.u.)_lin-part,Moment (muB/f.u.)_y-lin-subtract
-32.5581092834473,0.002457867970417929,7.925487414864259e-05,0.0009585863353738454,0.0014992816350440836
-40.8509826660156,0.002514129479383791,7.92539802867854e-05,0.0012027477833347372,0.0013113816960490536
-51.2538719177246,0.0026060077386422,7.955141911763274e-05,0.0015090329978193985,0.0010969747408228017
-64.2820281982422,0.002752835056029004,8.57791252359969e-05,0.0018926121693521997,0.0008602228866768042
-80.6960220336914,0.0028315062502796717,8.065171630525652e-05,0.002375878260223499,0.0004556279900561726
-101.109245300293,0.0029778794712674007,7.861631537135865e-05,0.00297689095153012,9.885197372806606e-07
-126.969268798828,0.0032136076631362484,7.726767276073572e-05,0.0037382700888237306,-0.0005246624256874821
-159.134811401367,0.003541964033126191,7.673944054535383e-05,0.0046852983495942364,-0.001143334316468045
-199.114791870117,0.0039990881319125005,7.362218878209322e-05,0.005862401805824147,-0.0018633136739116464
-249.804351806641,0.004676140053966827,6.931508101268919e-05,0.007354820148616829,-0.0026786800946500015
-312.957763671875,0.005632485567330771,7.200561847965602e-05,0.009214203232542639,-0.0035817176652118677
-392.304382324219,0.006994494774271052,6.3667765060335e-05,0.011550351923981734,-0.0045558571497106804
-491.426300048828,0.008982478619259916,5.9554089573078324e-05,0.014468731337222656,-0.00548625271796274
-615.684387207031,0.011733100155120737,6.203330609842027e-05,0.01812717794333755,-0.006394077788216816
-771.433349609375,0.015590454641419092,4.975474490840697e-05,0.022712789036652668,-0.007122334395233577
-966.364929199219,0.020699755855263045,4.53353608174287e-05,0.02845202735976572,-0.007752271504502675
-1210.96789550781,0.02741385023515786,0.00014812769116101895,0.03565370664200008,-0.008239856406842218
-1517.09252929687,0.03598761574548752,2.689581616802813e-05,0.04466672666465555,-0.008679110919168027
-1900.80969238281,0.0469766045168837,3.8941452325017304e-05,0.05596425091523001,-0.008987646398346313
-2381.20727539062,0.06078279181405511,7.186017852829334e-05,0.07010827121471438,-0.009325479400659267
-2983.54467773438,0.07818501583689466,0.0001154983295212167,0.08784248293274112,-0.009657467095846453
-3737.7177734375,0.10014500885958284,0.00017016503512887546,0.11004709001707046,-0.009902081157487601
-4682.638671875,0.1277873403194938,0.00022313567433084562,0.13786775531939718,-0.010080414999903404
-5866.49560546875,0.16248356078662468,0.00031130491453384626,0.1727232522925431,-0.010239691505918403
-7349.70458984375,0.20599835493104832,0.0004016860863606103,0.21639236871904383,-0.0103940137879955
-9207.8232421875,0.26045796716519976,0.0005194707217783277,0.2710996962893686,-0.010641729124168841
-11535.6298828125,0.3288616470494787,0.0006782136467828202,0.33963572882336085,-0.01077408177388221
-14451.7158203125,0.4144838763788277,0.0008994380301194808,0.4254920698082621,-0.011008193429434383
-18105.42578125,0.522058570027447,0.0011328700430482076,0.5330657747639928,-0.011007204736545694
-22682.232421875,0.6566476023167007,0.0014454075837922005,0.6678175893474614,-0.011169987030760612
-28416.408203125,0.8250761481954171,0.0019331977204391415,0.8366450387759343,-0.011568890580517265
-35600.08203125,1.036207861243098,0.0028868161331682698,1.0481490763560375,-0.011941215112939468
-44599.69140625,1.301624302802206,0.00465823332273119,1.3131184729347052,-0.011494170132499218
-55874.47265625,1.6336341524643025,0.005412740034725379,1.6450742123324475,-0.011440059868145116
-69999.703125,2.048994986155793,0.0040774142755096564,2.060953795310381,-0.011958809154588166
-55875.234375,1.631947602318041,0.005168301730561323,1.645096639101115,-0.013149036783073918
-44600.55078125,1.2999451599795384,0.004631776165995436,1.313143774930125,-0.013198614950586508
-35600.95703125,1.0346489022718899,0.002863154918261534,1.0481748383877376,-0.013525936115847554
-28417.083984375,0.8231109143115273,0.002010042156186592,0.8366649353450597,-0.013554021033532397
-22682.90625,0.6543933714651455,0.0014999543293966635,0.6678374284120517,-0.013444056946906133
-18105.96484375,0.5196569547601512,0.0011243558994742625,0.533081646015665,-0.013424691255513864
-14452.3896484375,0.412032379181322,0.0009209788069068992,0.4255119088728525,-0.013479529691530438
-11536.390625,0.3264012816152506,0.0007233444887936835,0.33965812683976077,-0.013256845224510186
-9208.400390625,0.2578723872103489,0.0005926029123899315,0.27111668887947427,-0.013244301669125401
-7350.416015625,0.20325350738680717,0.0004850277986448505,0.21641331474593384,-0.013159807359126646
-5867.255859375,0.15961883124617268,0.0004017174662326758,0.17274563593280923,-0.013126804686636538
-4683.27685546875,0.124904215272412,0.0003421567936426476,0.13788654492622301,-0.012982329653811022
-3738.45361328125,0.09709620164810581,0.00027556065964906405,0.11006875485064851,-0.012972553202542704
-2984.17016601562,0.07504006158993977,0.00023506519182736683,0.08786089876008887,-0.012820837170149098
-2382.04150390625,0.057504571898762735,0.00020940517427600578,0.07013283283924547,-0.012628260940482727
-1901.44763183594,0.04357089477513639,0.00017850282129590903,0.05598303333398911,-0.012412138558852717
-1517.80407714844,0.03258081099434557,0.00015807819659741521,0.044687676285579216,-0.012106865291233641
-1211.69165039062,0.02395376140189015,0.00014031480132067016,0.035675015666267476,-0.011721254264377328
-967.370849609375,0.017291064072255908,0.00012887629016118175,0.02848164399233042,-0.011190579920074512
-772.243041992188,0.0121406222303826,0.00024531390034752975,0.02273662826046212,-0.01059600603007952
-616.530883789063,0.00858927804565795,0.00011378600631070853,0.018152100768229262,-0.00956282272257131
-492.076477050781,0.005828205882594134,0.00011328602688851537,0.014487874057833994,-0.00865966817523986
-392.819610595703,0.0037833833024136596,0.00010682400773957507,0.011565521440624825,-0.007782138138211165
-313.583435058594,0.0023249586244189057,0.00010084323573751918,0.009232624450940849,-0.006907665826521944
-250.454559326172,0.0012276613456423226,9.649198815279887e-05,0.0073739637677365235,-0.006146302422094202
-200.083938598633,0.0004950494097454132,9.676556536166539e-05,0.005890935735814978,-0.005395886326069565
-159.576446533203,-7.835712678164254e-05,9.557695569096551e-05,0.004698301113327027,-0.004776658240108669
-127.447700500488,-0.00046980792334816196,9.016944288550955e-05,0.0037523562290116713,-0.004222164152359833
-102.004776000977,-0.0008111981064899957,8.687826053841336e-05,0.003003257454729367,-0.003814455561219363
-81.3952713012695,-0.0009368917115046663,9.25696844229548e-05,0.0023964657822778375,-0.0033333574937825035
-65.0058135986328,-0.0011305974963232545,8.38900880595328e-05,0.0019139220921280363,-0.0030445195884512906
-52.1003379821777,-0.0012596442606426462,9.095439925915765e-05,0.0015339549242027264,-0.002793599184845373
-41.5747680664063,-0.0014350401058330492,9.233486823077681e-05,0.001224057706110577,-0.0026590978119436265
-33.2573623657227,-0.0015430522274635472,8.165005806850708e-05,0.00097917396974173,-0.0025222261972052767
-26.4734001159668,-0.0016035833433870228,8.567463789645498e-05,0.0007794383691362557,-0.0023830217125232786
-21.2596855163574,-0.001661760004689568,8.904374801903084e-05,0.0006259345053764029,-0.002287694510065971
-17.1132488250732,-0.0017223028595222806,8.304773085084048e-05,0.0005038537813959555,-0.002226156640918236
-13.5556564331055,-0.0017545816114337325,8.83877846781384e-05,0.0003991100008501981,-0.0021536916122839307
-11.0162706375122,-0.001804794036750687,9.008858335699756e-05,0.0003243445867192323,-0.0021291386234699194
-8.80810928344727,-0.0017610999755250881,8.938804700115242e-05,0.00025933118923108644,-0.0020204311647561745
-7.25012922286987,-0.0017479468593258958,8.441090980914691e-05,0.00021346063870702114,-0.001961407498032917
-5.76575422286987,-0.0017987858707353274,8.525150941716862e-05,0.00016975719207309875,-0.001968543062808426
-4.50219535827637,-0.0018179376985375446,8.583412965400694e-05,0.00013255508518799115,-0.0019504927837255357
-3.74160647392273,-0.001826397732837826,8.392425303947555e-05,0.00011016158238869592,-0.001936559315226522
-3.23863649368286,-0.0018129704559301464,8.459153361993683e-05,9.535297830288327e-05,-0.0019083234342330297
-2.60072302818298,-0.0018491870660936197,8.474574051350283e-05,7.657132467995477e-05,-0.0019257583907735744
-2.14682340621948,-0.0018497050680818543,8.51664382400781e-05,6.320746588036615e-05,-0.0019129125339622207
-1.77879655361176,-0.0018392167660673925,8.600051807895994e-05,5.2371900802274756e-05,-0.0018915886668696672
-1.45983994007111,-0.0018649952693063992,8.391919576581702e-05,4.29810775006088e-05,-0.001907976346807008
1.10408055782318,-0.001872410995440882,8.149272152328877e-05,-3.250669523427476e-05,-0.0018399043002066072
1.37396705150604,-0.0018822051503112709,8.268803059512114e-05,-4.045278026931328e-05,-0.0018417523700419575
1.77879655361176,-0.0018819933620458792,8.539751628162006e-05,-5.2371900802274756e-05,-0.0018296214612436045
2.37990713119507,-0.001906582782023776,8.42394865875557e-05,-7.006999195073688e-05,-0.001836512790073039
2.98101758956909,-0.001911068219284241,8.171020680517611e-05,-8.77680795894007e-05,-0.0018233001396948405
3.97469019889832,-0.0019039364388119806,8.504511536091191e-05,-0.00011702410845906663,-0.001786912330352914
5.14010858535767,-0.0018898632044216516,8.49764394499921e-05,-0.00015133673179132306,-0.0017385264726303283
6.51407527923584,-0.0019122051326921656,8.431471459600893e-05,-0.00019178950153124144,-0.001720415631160924
8.28060436248779,-0.0019323990594600176,8.158580832033246e-05,-0.00024380021952175824,-0.0016885988399382595
10.4028921127319,-0.0019387576903974408,8.051075670638412e-05,-0.0003062852987198185,-0.0016324723916776225
13.1262922286987,-0.001971846353608795,8.804144857222551e-05,-0.00038646852171331616,-0.0015853778318954792
16.4139976501465,-0.0020023656358025576,8.229863309703273e-05,-0.0004832662031848453,-0.0015190994326177124
20.5849685668945,-0.0020483615696679698,8.029711080641916e-05,-0.0006060692717300165,-0.0014422922979379534
25.7864170074463,-0.0020815847162137793,8.583158164594033e-05,-0.0007592119912858931,-0.0013223727249278862
32.5703773498535,-0.0020986305507502156,7.736310944384275e-05,-0.000958947535734593,-0.0011396830150156227
40.7528419494629,-0.0021606299056226466,8.507535728264225e-05,-0.0011998582927622906,-0.000960771612860356
51.4501571655273,-0.002261508709199245,7.755889138193829e-05,-0.0015148120912778383,-0.0007466966179214069
64.2452239990234,-0.0023682073184131246,8.067244721436369e-05,-0.0018915285682699506,-0.0004766787501431741
80.6960220336914,-0.00247137879950821,7.545466134838277e-05,-0.002375878260223499,-9.550053928471079e-05
101.072448730469,-0.0026250034708467543,8.041222211058385e-05,-0.0029758075750749694,0.0003508041042282148
126.74845123291,-0.002899663300946851,7.435930324784126e-05,-0.0037317687069573354,0.0008321054060104843
158.96305847168,-0.0031792124863927844,8.00052261927893e-05,-0.004680241544543763,0.0015010290581509793
199.163864135742,-0.0036249817030576032,8.514993436680068e-05,-0.0058638466072671435,0.0022388649042095407
249.632614135742,-0.004325770113591211,8.520926067784464e-05,-0.007349763792820504,0.0030239936792292943
313.055908203125,-0.00528022607024022,7.189672966492689e-05,-0.009217092835428632,0.0039368667651884124
392.279815673828,-0.006587060549309529,7.544980400851756e-05,-0.011549628624751864,0.004962568075442335
491.475341796875,-0.008605499728459413,6.229000252611852e-05,-0.014470175240157295,0.005864675511697883
615.659851074219,-0.011377836589587948,6.0141971572590276e-05,-0.01812645554261607,0.0067486189530281205
771.298400878906,-0.01524153803243533,5.2882625798471196e-05,-0.022708815832684418,0.007467277800249088
966.683898925781,-0.02039271352651623,4.3450407054426555e-05,-0.028461418569145185,0.008068705042628953
1210.98010253906,-0.027078942216828248,3.21024033603987e-05,-0.03565406604534411,0.008575123828515859
1517.23986816406,-0.03569945479362572,2.879739698920513e-05,-0.04467106466301805,0.00897160986939233
1900.74841308594,-0.046630324994515804,3.5998247877055324e-05,-0.05596244671044313,0.009332121715927318
2381.55102539062,-0.06047748478794649,6.642168906548636e-05,-0.07011839201288224,0.009640907224935746
2983.5078125,-0.07782174025212836,0.00011042781521179834,-0.08784139753464201,0.010019657282513651
3737.80322265625,-0.0997924171684022,0.00015894475705585553,-0.11004960584047865,0.010257188672076442
4682.5654296875,-0.1274068426092148,0.00022421377175216414,-0.13786559889933303,0.0104587562901182
5866.45849609375,-0.1621417925608795,0.00029973602933147745,-0.17272215970637722,0.010580367145497734
7349.68017578125,-0.20559260973778726,0.00040031415710705255,-0.21639164991235574,0.01079904017456849
9207.7861328125,-0.26003733324434397,0.0005112935734193672,-0.27109860370320277,0.011061270458858803
11535.4091796875,-0.3283601239108368,0.0006597227665008199,-0.33962923081090085,0.011269106900064054
14451.751953125,-0.41421827705448777,0.0008740229729979091,-0.42549313364216046,0.011274856587672667
18105.216796875,-0.5213847590113723,0.0011584419930183267,-0.533059621778743,0.011674862767370696
22682.18359375,-0.6558873324420676,0.0014077092219468644,-0.6678161517340853,0.01192881929201763
28416.5078125,-0.8248089475683684,0.0018665439196057219,-0.8366479715072215,0.011839023938853097
35600.16015625,-1.0356740850018638,0.002775837447947332,-1.0481513765374393,0.012477291535575606
44599.828125,-1.3003042527142024,0.004496345834225109,-1.3131224982521583,0.012818245537956076
55874.57421875,-1.6332160079659563,0.00530545302950201,-1.6450772025682698,0.011861194602313536
69999.5390625,-2.0484441344543067,0.003914638929671749,-2.060948964929437,0.012504830475130577
69999.4765625,-2.0482025645612834,0.003933634448718382,-2.060947124784316,0.012744560223032528
