Magnetic Field (Oe),Moment (emu/cm3),M. Std. Err. (emu/cm3),Moment (emu/cm3)_lin-part,Moment (emu/cm3)_y-lin-subtract
-16.438533782959,1.9510483563699927,0.06816210817904984,0.40327275130586465,1.5477756050641283
-20.78125,2.0027673826844037,0.06612780882843458,0.5098089631182712,1.4929584195661325
-26.0072326660156,1.9801702805157082,0.06962104895681234,0.638013609337121,1.3421566711785873
-32.5581092834473,2.0479638792668866,0.06603736305846568,0.798720766791489,1.2492431124753973
-40.8509826660156,2.094842531636299,0.06603661826793233,1.0021628687073145,1.092679662928984
-51.2538719177246,2.171398049880489,0.06628445256546099,1.2573682188593978,0.9140298310210913
-64.2820281982422,2.293738649992829,0.07147355032604188,1.5769770414621513,0.7167616085306778
-80.6960220336914,2.3592896747440735,0.06720125075146334,1.979647774833823,0.3796418999102503
-101.109245300293,2.481251909120661,0.06550529814431816,2.4804282470117687,0.0008236621088922659
-126.969268798828,2.677667187761607,0.0643815716521558,3.1148304974058623,-0.4371633096442552
-159.134811401367,2.951262837877936,0.06394143389455961,3.90392075532283,-0.9526579174448935
-199.114791870117,3.332151337148141,0.06134405311960562,4.8847160582166484,-1.5525647210685072
-249.804351806641,3.896289808963497,0.05775525126286903,6.128240484907091,-2.2319506759435943
-312.957763671875,4.693143460600154,0.05999708183085734,7.677530129196827,-2.984386668596674
-392.304382324219,5.828007372174843,0.0530497507134386,9.624074123523076,-3.796066751348234
-491.426300048828,7.484450743464237,0.049622122008266614,12.055748931221244,-4.571298187757007
-615.684387207031,9.776345026955273,0.05168787409661762,15.104068285118784,-5.327723258163511
-771.433349609375,12.990399952828227,0.04145703578098599,18.924926848924407,-5.9345268960961794
-966.364929199219,17.24761167460662,0.037774682173769544,23.70701967152676,-6.459407996920137
-1210.96789550781,22.841981647895025,0.12342410766896691,29.707658931890606,-6.86567728399558
-1517.09252929687,29.985881273827225,0.022410341270755075,37.217557621187986,-7.231676347360764
-1900.80969238281,39.1422120224077,0.03244709997757462,46.630968702981804,-7.4887566805741015
-2381.20727539062,50.64591085216732,0.05987589722266113,58.41615937619613,-7.770248524028807
-2983.54467773438,65.14592738951856,0.0962364170175081,73.1927972847062,-8.046869895187655
-3737.7177734375,83.4436036848694,0.14178623492085346,91.69429281226613,-8.25068912739672
-4682.638671875,106.4759622370639,0.18592284317360164,114.87524407656481,-8.399281839500915
-5866.49560546875,135.38581708646097,0.2593879036941014,143.91781253591185,-8.53199544945088
-7349.70458984375,171.64355252794635,0.33469600709704916,180.3041335903202,-8.66058106237385
-9207.8232421875,217.02081447886337,0.43283743770737126,225.88779884154843,-8.866984362685052
-11535.6298828125,274.0166610003174,0.5651064531350364,282.99392526786335,-8.977264267545912
-14451.7158203125,345.35948129794167,0.7494367555513761,354.53181390115765,-9.172332603215992
-18105.42578125,434.9937047660609,0.9439387941052636,444.1652135628934,-9.171508796832535
-22682.232421875,547.1370257219901,1.2043537562033966,556.4441692489012,-9.307143526911085
-28416.408203125,687.4763695551761,1.6107940502057352,697.1158906023793,-9.639521047203216
-35600.08203125,863.3971786846711,2.4053754058271264,873.3469308764854,-9.949752191814271
-44599.69140625,1084.5495317885595,3.8813694229998488,1094.1267936825352,-9.57726189397556
-55874.47265625,1361.189362671415,4.510045377699637,1370.721538389799,-9.532175718384142
-69999.703125,1707.279549166547,3.397414856108426,1717.2439612026737,-9.964412036126708
-55875.234375,1359.7840822325604,4.306372591503511,1370.74022499653,-10.9561427639696
-44600.55078125,1083.1504233375192,3.859324584955226,1094.1478760080777,-10.997452670558587
-35600.95703125,862.0982107577038,2.3856602241933764,873.3683965170377,-11.270185759333973
-28417.083984375,685.8388820835307,1.6748229690197363,697.1324689765557,-11.29358689302504
-22682.90625,545.2587379477575,1.2498036200992613,556.4606997087016,-11.201961760944055
-18105.96484375,432.9926122018897,0.9368445731331881,444.1784379307337,-11.185825728843987
-14452.3896484375,343.3168257236628,0.7673851292325232,354.54834436095797,-11.231518637295181
-11536.390625,271.96661616481754,0.6027107245570821,283.0125879174061,-11.045971752588544
-9208.400390625,214.8664374259777,0.49377321073783176,225.90195753972526,-11.035520113747562
-7350.416015625,169.35646929469013,0.4041386372336692,180.32158640186302,-10.965117107172883
-5867.255859375,132.9988448433112,0.33472215367827307,143.93646320686054,-10.93761836354935
-4683.27685546875,104.07366234671252,0.2850945465173895,114.89090009899891,-10.817237752286392
-3738.45361328125,80.90325281203889,0.2296047974506462,91.71234455351188,-10.809091741472995
-2984.17016601562,62.52546413549948,0.19586284858642436,73.20814186369456,-10.682677728195072
-2382.04150390625,47.914406940803616,0.17448220905695191,58.436624804144735,-10.522217863341115
-1901.44763183594,36.304480045624636,0.14873351000179785,46.646618736118995,-10.342138690494359
-1517.80407714844,27.147236904794184,0.13171514525090963,37.23501342737953,-10.087776522585344
-1211.69165039062,19.958939501256832,0.11691419079047613,29.725414202933354,-9.766474701676524
-967.370849609375,14.407394978196582,0.10738330549917212,23.731697072610963,-9.324302094414382
-772.243041992188,10.115903742144626,0.20440235726266118,18.944790352521476,-8.828886610376848
-616.530883789063,7.156825101348512,0.09480966174547666,15.124834675243,-7.968009573894487
-492.076477050781,4.856223064924848,0.09439306500010541,12.071699177871903,-7.215476112947054
-392.819610595703,3.1524200803378197,0.08900873111258972,9.636713786240888,-6.484293705903067
-313.583435058594,1.9372201195942698,0.08402538571822402,7.692879200158197,-5.755659080563928
-250.454559326172,1.0229215409890988,0.08039980534104076,6.144191480219876,-5.1212699392307774
-200.083938598633,0.4124889220305058,0.08062775747219368,4.908491321435859,-4.496002399405353
-159.576446533203,-0.06528933501039666,0.07963737487172928,3.9147550193174365,-3.980044354327833
-127.447700500488,-0.39145701428658125,0.0751316849666837,3.12656746076207,-3.518024475048651
-102.004776000977,-0.67591279963615,0.07238938039700914,2.5023975500111693,-3.1783103496473193
-81.3952713012695,-0.7806442034475249,0.07713163290097735,1.9968018701873365,-2.777446073634861
-65.0058135986328,-0.9420452450364506,0.06989955206797721,1.5947330611670907,-2.536778306203541
-52.1003379821777,-1.0495705943404832,0.07578573242544864,1.2781338603214676,-2.3277044546619505
-41.5747680664063,-1.195715285530854,0.0769359775258167,1.0199188884122568,-2.2156341739431107
-33.2573623657227,-1.2857139861464237,0.06803309684527656,0.8158749557277694,-2.101588941874193
-26.4734001159668,-1.3361501936543136,0.07138648857179064,0.6494497041003865,-1.9855998977547002
-21.2596855163574,-1.3846246041588361,0.07419372472904223,0.5215460200572485,-1.9061706242160845
-17.1132488250732,-1.4350705928520413,0.06919767663870074,0.41982496909933437,-1.8548955619513758
-13.5556564331055,-1.4619661457369386,0.0736471578489496,0.3325495410790515,-1.7945156868159902
-11.0162706375122,-1.5038045335499437,0.075064310561028,0.27025292083682895,-1.7740574543867729
-8.80810928344727,-1.4673974277958917,0.07448060420651614,0.21608195179917816,-1.68347937959507
-7.25012922286987,-1.456437885949075,0.07033351521961262,0.1778613346928008,-1.6342992206418758
-5.76575422286987,-1.4987983627026125,0.07103392616717936,0.1414464087557814,-1.640244771458394
-4.50219535827637,-1.5147561977177335,0.07151938153530148,0.11044857972252728,-1.625204777440261
-3.74160647392273,-1.5218053333396886,0.06992801927846237,0.09178969103721663,-1.6135950243769053
-3.23863649368286,-1.5106173531736238,0.07048401599698773,0.0794507506892729,-1.5900681038628965
-2.60072302818298,-1.5407940389586097,0.07061250546499744,0.06380135508478921,-1.604595394043399
-2.14682340621948,-1.5412256526067232,0.07096304249891687,0.05266621664831463,-1.593891869255038
-1.77879655361176,-1.5324865079744718,0.0716580209936992,0.043637722783526775,-1.5761242307579986
-1.45983994007111,-1.553965873070748,0.06992380541754514,0.03581302790574637,-1.5897789009764944
1.10408055782318,-1.560144862115214,0.06790199966455983,-0.027085481594364053,-1.5330593805208501
1.37396705150604,-1.5683056240617117,0.06889796439217556,-0.033706380409598204,-1.5345992436521134
1.77879655361176,-1.5681291561949284,0.07115558314311152,-0.043637722783526775,-1.5244914334114017
2.37990713119507,-1.588617744082053,0.07019068062877547,-0.058384264029947106,-1.5302334800521058
2.98101758956909,-1.5923551350252243,0.0680832144437661,-0.07313080235190599,-1.5192243326733184
3.97469019889832,-1.5864127373953112,0.07086195290531319,-0.09750773841884909,-1.4889049989764622
5.14010858535767,-1.5746865275082318,0.07080473022832962,-0.12609796947808807,-1.4485885580301436
6.51407527923584,-1.59330244286328,0.07025336269545915,-0.15980434111430192,-1.433498101748978
8.28060436248779,-1.6101285836889363,0.0679795621700632,-0.20314111634442267,-1.4069874673445137
10.4028921127319,-1.6154267716462078,0.06708379929743852,-0.25520542033915633,-1.3602213513070516
13.1262922286987,-1.6429971651277415,0.07335858098333588,-0.3220163094472328,-1.3209808556805087
16.4139976501465,-1.6684266789609645,0.0685735075782376,-0.40267082695443857,-1.265755852006526
20.5849685668945,-1.7067517689508453,0.06690578359791854,-0.5049937554723941,-1.2017580134784511
25.7864170074463,-1.7344342176829628,0.07151725846418971,-0.6325965241312025,-1.1018376935517602
32.5703773498535,-1.7486372805987653,0.06446109214801343,-0.7990217289672007,-0.9496155516315645
40.7528419494629,-1.8002968655906304,0.07088715131470247,-0.9997552648843775,-0.8005416007062529
51.4501571655273,-1.8843518874205474,0.06462422309819395,-1.2621835200880391,-0.6221683673325082
64.2452239990234,-1.9732561329976126,0.06721852432089295,-1.5760741549350108,-0.3971819780626019
80.6960220336914,-2.0592214774328035,0.06287092017295282,-1.979647774833823,-0.07957370259898046
101.072448730469,-2.1872258217068734,0.06700169753465636,-2.479525547650167,0.2922997259432936
126.74845123291,-2.416080022949804,0.0619582373715288,-3.109413365408559,0.693333342458755
158.96305847168,-2.6490081709065896,0.06666257722848687,-3.89970728486286,1.2506991139562702
199.163864135742,-3.0204354669233946,0.07094929101317925,-4.885919906919501,1.8654844399961064
249.632614135742,-3.604351840404451,0.07099872334378875,-6.12402738877816,2.5196755483737086
313.055908203125,-4.3996310608891545,0.05990635264519505,-7.679937826602532,3.280306765713377
392.279815673828,-5.488521856296455,0.06286687290242689,-9.623471450509514,4.134949594213059
491.475341796875,-7.170341458141539,0.051901760691906725,-12.05695203126197,4.886610573120431
615.659851074219,-9.48032955395694,0.050111961623234606,-15.103466360767369,5.623136806810429
771.298400878906,-12.699672940362408,0.044063273039699064,-18.921616264991556,6.221943324629147
966.683898925781,-16.9917754758166,0.0362040863292498,-23.714844688095283,6.723069212278685
1210.98010253906,-22.562926982359322,0.026748614372713204,-29.707958396742065,7.145031414382741
1517.23986816406,-29.745777562834242,0.0239947912420914,-37.22117216194512,7.475394599110876
1900.74841308594,-38.85368230377573,0.0299947402612393,-46.62946538942761,7.775783085651886
2381.55102539062,-50.39152055574691,0.055344396706094166,-58.42459230641312,8.033071750666211
2983.5078125,-64.843236079499,0.09201152362210373,-73.1918929008547,8.348656821355714
3737.80322265625,-83.14981449181329,0.1324371875003088,-91.69638906622632,8.54657457441303
4682.5654296875,-106.15892097358929,0.18682114389754806,-114.87344728745609,8.714526313866795
5866.45849609375,-135.10104630551123,0.2497483871281209,-143.91690216276342,8.81585585725219
7349.68017578125,-171.3054743602067,0.3335528775270267,-180.30353466061726,8.998060300410557
9207.7861328125,-216.6703306096421,0.42602401051107236,-225.8868884684,9.216557858757898
11535.4091796875,-273.59877798751245,0.5496993379566951,-282.98851094334907,9.389732955836587
14451.751953125,-345.1381765618238,0.728260223857677,-354.532700317118,9.394523755294179
18105.216796875,-434.4322667071489,0.9652460532792864,-444.1600867246365,9.72782001748755
22682.18359375,-546.5035477400631,1.172942433749956,-556.4429713894954,9.939423649432287
28416.5078125,-687.2537305691527,1.5552562515258974,-697.1183342355671,9.864603666414359
35600.16015625,-862.9524214907063,2.312904882008728,-873.3488474515347,10.396425960828292
44599.828125,-1083.4496293806224,3.74648026989806,-1094.1301476888714,10.680518308249196
55874.57421875,-1360.8409530581916,4.42065086422021,-1370.7240299373632,9.883076879171448
69999.5390625,-1706.8205642246974,3.261785915610647,-1717.2399363950701,10.41937217037278
69999.4765625,-1706.619281478356,3.2776135098279293,-1717.2384031350307,10.619121656674713
