"FC, H = 100 Oe_x","FC, H = 100 Oe_y"
399.890747070313,-8249.142477596397
399.890731811523,-8230.1662992963
399.777221679687,-8233.746106023576
399.4345703125,-8233.845610688277
398.86962890625,-8168.179349073921
398.180969238281,-8237.600367372052
397.390563964844,-8143.023614826064
396.567199707031,-8232.814308628684
395.724975585937,-8209.740245957679
394.875442504883,-8203.672878951145
394.039733886719,-8114.761965439155
393.145431518555,-8153.842068545216
392.270477294922,-8188.793590940933
391.420394897461,-8167.718930611886
390.544418334961,-8154.514201009551
389.760437011719,-8180.015555804019
388.937789916992,-8198.382328856418
388.132400512695,-8131.014227898259
387.295883178711,-8158.427400545148
386.516479492188,-8117.532994501339
385.718063354492,-8091.887693133604
384.934829711914,-8135.1705349461545
384.103149414063,-8089.278695548867
383.310974121094,-8133.319388704599
382.482482910156,-8240.657967342113
381.677230834961,-8076.037530040778
380.852111816406,-8193.760236966084
380.070510864258,-8189.0161083271305
379.252838134766,-8090.493553246008
378.394836425781,-8136.643691454909
377.566528320313,-8142.3985930505005
376.772598266602,-8140.443692845938
375.939605712891,-8096.991032838295
375.089019775391,-8174.795824362004
374.269302368164,-8066.463202175388
373.420257568359,-8134.630530688924
372.601516723633,-8109.065761580733
371.760437011719,-8112.010620053565
370.889282226562,-8119.851675543081
370.054489135742,-8049.6250105393265
369.263092041016,-8124.113749500389
368.421325683594,-8014.479395504322
367.591430664063,-8017.907357228613
366.743255615234,-8058.762402646489
365.902435302734,-8011.241973288635
365.0791015625,-8028.974333597838
364.278335571289,-8013.462913813316
363.401580810547,-7987.595585232273
362.569976806641,-8061.3766481213615
361.761901855469,-8096.781586117075
360.949752807617,-7987.151013073296
360.125442504883,-8097.053381518611
359.250442504883,-8061.989800250204
358.402526855469,-8068.4562874496205
357.616012573242,-8013.713079063773
356.774795532227,-7965.825977093794
355.952865600586,-8010.943831468115
355.118804931641,-7978.932613153342
354.290893554687,-7993.339557121375
353.450912475586,-7989.762197680021
352.613739013672,-8009.733791448815
351.723205566406,-8009.271468825994
350.917297363281,-7956.401326771854
350.132827758789,-7972.340672256175
349.310989379883,-7922.714194967526
348.454818725586,-7907.253744814244
347.648147583008,-7881.23601401165
346.813858032227,-7957.853867138417
345.974258422852,-7942.045159002908
345.090789794922,-7855.681443601534
344.261367797852,-7953.247281717518
343.450134277344,-7898.283112495094
342.640838623047,-7924.93913947455
341.794662475586,-7905.496079573653
340.948745727539,-7873.661319117145
340.125289916992,-7914.336608258617
339.2802734375,-7913.064124395004
338.399993896484,-7934.282410770671
337.593673706055,-7918.68365968575
336.768096923828,-7895.9183002816035
335.968231201172,-7900.313966684546
335.13410949707,-7904.034707896951
334.319198608398,-7835.708722189448
333.447204589844,-7867.945890040349
332.605270385742,-7928.694647525832
331.775375366211,-7880.792478911549
330.975921630859,-7861.717806857321
330.108917236328,-7876.799026689003
329.260940551758,-7882.936181450148
328.443771362305,-7778.664920870314
327.637710571289,-7855.107444266663
326.796722412109,-7869.664447346612
325.930328369141,-7811.929195949899
325.081924438477,-7870.937923329435
324.292846679687,-7946.290157991273
323.460052490234,-7817.652375490323
322.633056640625,-7821.035572068264
321.785522460937,-7813.441711840739
320.986892700195,-7792.318975510399
320.160858154297,-7772.897279768538
319.323837280273,-7746.085000164477
318.473846435547,-7772.042351294758
317.662185668945,-7854.79452485933
316.838424682617,-7801.067606673826
315.981155395508,-7747.146338251733
315.130157470703,-7797.211527200012
314.28840637207,-7783.299851298124
313.413558959961,-7759.627777766864
312.573196411133,-7726.491191473113
