Magnetic Field (T),Moment (muB/f.u.),M. Std. Err. (muB/f.u.),Moment (muB/f.u.)_lin-part,Moment (muB/f.u.)_y-lin-subtract
6.9999859375,-6.921917020516841,0.014104732991470036,-6.944642115627164,0.02272509511032323
6.99998125,-6.920156009073047,0.01407122841541009,-6.944637465187834,0.02448145611478807
5.587530859375001,-5.517872931109616,0.01799870109484478,-5.543354297400269,0.02548136629065287
4.4600453125,-4.401084685382994,0.015618784191199196,-4.424782962614776,0.02369827723178152
3.5600796875,-3.5059446359921456,0.010101869892836934,-3.531932714372156,0.02598807838001036
2.841728125,-2.791418032221379,0.0071524344108869235,-2.819260637698562,0.027842605477182807
2.268308984375,-2.22239579729391,0.005169647554565209,-2.2503751071494356,0.027979309855525294
1.8105941406250001,-1.7668486760601378,0.004105988615104893,-1.796279083352394,0.029430407292256103
1.4452660156250001,-1.4029592709960055,0.003217103333792291,-1.4338393433942584,0.030880072398252953
1.15361455078125,-1.1135388185775124,0.0026629999401743395,-1.144493755571317,0.030954936993804617
0.9208375976562501,-0.882414188397353,0.0021926278936620805,-0.9135572013192399,0.03114301292188695
0.7350306152343751,-0.6977558648016267,0.0017216221739781354,-0.729219260211119,0.03146339540949243
0.5867341796875001,-0.5508259966408302,0.001423070497803723,-0.582095297235841,0.0312693005950107
0.46834609375,-0.43363345407513676,0.0011927759062560755,-0.4646432201987147,0.031009766123577902
0.37385517578125,-0.3405069201838675,0.0009954118245772074,-0.3708993735211579,0.0303924533372904
0.298408447265625,-0.26648166777990717,0.0008498714152262475,-0.2960491476758437,0.02956747989593653
0.23819189453125,-0.20778527460431193,0.0007347183779948318,-0.23630868363622945,0.028523409031917513
0.190158239746094,-0.16139734196896557,0.0006426230813925911,-0.18865479619033187,0.027257454221366294
0.151777954101562,-0.12476363374808731,0.0005541775153995054,-0.150577955682848,0.025814321934760687
0.12115811767578101,-0.09612871368685623,0.0004951802687372785,-0.12020020813953826,0.02407149445268203
0.0967235961914062,-0.07369693766843369,0.00045603996917001674,-0.09595887272962893,0.022261935061195243
0.0772218505859375,-0.056653435923502346,0.0007280416268957359,-0.0766113133103376,0.019957877386835257
0.0616371398925781,-0.042570248975457324,0.0003959708557605172,-0.061149819643448546,0.01857957066799122
0.0492162322998047,-0.032248715802283376,0.00037280216267803894,-0.04882711517614584,0.016578399373862462
0.0392831878662109,-0.023838916243063245,0.0003622744153168491,-0.03897260413486112,0.015133687891797878
0.031364477539062505,-0.017489170445123093,0.00035045759206695176,-0.0311165013183165,0.013627330873193405
0.025031959533691403,-0.01255157591262513,0.00034561319401766845,-0.02483404994902509,0.012282474036399961
0.0199936737060547,-0.008840257364537104,0.0003212169972390049,-0.0198355982004678,0.010995340835930699
0.0159772720336914,-0.005837161347210258,0.0003108055465594593,-0.01585095130885831,0.01001378996164805
0.012730049133300801,-0.0034515267757022905,0.00031260781845296475,-0.012629401849441047,0.009177875073738757
0.0101857566833496,-0.0018303902264198582,0.0003116000037675954,-0.01010522527820728,0.008274835051787423
0.00815056838989258,-0.0003909977408891505,0.0003064848002501931,-0.008086127745416989,0.007695130004527839
0.00651039505004883,0.0007834108684337477,0.00030425826475105665,-0.0064589220689330465,0.007242332937366794
0.00520512657165527,0.0015779058352469336,0.0003051561894009989,-0.005163973403580459,0.006741879238827392
0.0041501163482666,0.002145460180275935,0.0003027966043155466,-0.004117304382359703,0.006262764562635638
