Field [T],Moment (m) [emu],Moment (m) [emu]_lin-part,Moment (m) [emu]_y-lin-subtract
0.07931867315,3.04e-05,-4.687036636997844e-06,3.508703663699784e-05
0.06931561143000001,3.12e-05,-4.095943582842403e-06,3.52959435828424e-05
0.05931048125,3.14e-05,-3.5047283008758154e-06,3.4904728300875815e-05
0.04930438815,3.15e-05,-2.9134561187980782e-06,3.4413456118798077e-05
0.03930174375000001,3.27e-05,-2.322387724587789e-06,3.502238772458779e-05
0.02929940782,3.27e-05,-1.7313375582440782e-06,3.443133755824408e-05
0.019284774100000002,3.35e-05,-1.1395607005678602e-06,3.463956070056786e-05
0.009287960005,3.42e-05,-5.488368261541661e-07,3.474883682615416e-05
-0.0007167699384,3.47e-05,4.2354805346103894e-08,3.46576451946539e-05
-0.01072031984,1.48e-05,6.334767067446194e-07,1.4166523293255382e-05
-0.02072454853,-3.39e-05,1.2246387185732924e-06,-3.512463871857329e-05
-0.0307282693,-3.32e-05,1.8157707167928852e-06,-3.5015770716792886e-05
-0.040734289660000006,-3.3e-05,2.4070386005757645e-06,-3.540703860057577e-05
-0.05073716149,-3.22e-05,2.998120433900704e-06,-3.5198120433900704e-05
-0.06074057316,-3.19e-05,3.589234167026253e-06,-3.5489234167026256e-05
-0.07074637751,-3.12e-05,4.180489286516138e-06,-3.538048928651614e-05
-0.08074866491,-3.11e-05,4.771536585163266e-06,-3.587153658516326e-05
-0.09075242245,-2.99e-05,5.362670756166773e-06,-3.526267075616677e-05
-0.1007558763,-2.98e-05,5.953786981759702e-06,-3.57537869817597e-05
-0.110762131,-2.93e-05,6.545068712977514e-06,-3.5845068712977514e-05
-0.12076472470000002,-2.89e-05,7.136134111263289e-06,-3.603613411126329e-05
-0.13076796340000002,-2.84e-05,7.727237623381667e-06,-3.6127237623381666e-05
-0.1407740415,-2.76e-05,8.318508919091202e-06,-3.59185089190912e-05
-0.1507770216,-2.74e-05,8.90959715022181e-06,-3.630959715022181e-05
-0.1607799678,-2.65e-05,9.500683378160287e-06,-3.600068337816029e-05
-0.170785925,-2.6e-05,1.0091947529742131e-05,-3.609194752974213e-05
-0.180789913,-2.55e-05,1.0683095318906665e-05,-3.618309531890667e-05
-0.19079160250000002,-2.49e-05,1.1274107286917337e-05,-3.6174107286917336e-05
-0.20079634000000002,-2.47e-05,1.186529936494627e-05,-3.656529936494627e-05
-0.210802128,-2.39e-05,1.2456553518294815e-05,-3.6356553518294814e-05
-0.2208038193,-2.34e-05,1.3047565592669671e-05,-3.644756559266967e-05
-0.23080800720000003,-2.31e-05,1.3638725194167752e-05,-3.673872519416775e-05
-0.2408126524,-2.24e-05,1.4229911818077693e-05,-3.662991181807769e-05
-0.25081613160000005,-2.19e-05,1.4821029541632882e-05,-3.672102954163288e-05
-0.2608164891,-2.11e-05,1.541196280014738e-05,-3.651196280014738e-05
-0.2708234052,-2.06e-05,1.6003283614293694e-05,-3.660328361429369e-05
-0.2808275357,-2.03e-05,1.6594439823956133e-05,-3.6894439823956135e-05
-0.29083090040000004,-1.97e-05,1.7185550781567394e-05,-3.688555078156739e-05
-0.3008347733,-1.91e-05,1.777669176933327e-05,-3.687669176933327e-05
-0.31084040970000004,-1.87e-05,1.8367936964453875e-05,-3.7067936964453875e-05
-0.32084195,-1.77e-05,1.8958940116055513e-05,-3.665894011605551e-05
-0.3308470157,-1.73e-05,1.9550151587820666e-05,-3.6850151587820666e-05
-0.34084994980000005,-1.69e-05,2.014123710075546e-05,-3.7041237100755465e-05
-0.3508533634,-1.62e-05,2.073235094792705e-05,-3.6932350947927055e-05
-0.3608583845,-1.58e-05,2.1323559784224087e-05,-3.712355978422409e-05
-0.3708607922,-1.51e-05,2.191461419154418e-05,-3.7014614191544176e-05
-0.3808653813,-1.47e-05,2.2505797500437052e-05,-3.7205797500437054e-05
-0.39086847560000004,-1.43e-05,2.3096892479784226e-05,-3.739689247978423e-05
-0.40087309000000004,-1.36e-05,2.3688077283684797e-05,-3.7288077283684795e-05
-0.4108767607,-1.33e-05,2.4279206323207335e-05,-3.757920632320733e-05
-0.42087880750000006,-1.24e-05,2.4870239404508537e-05,-3.7270239404508534e-05
-0.43088439520000005,-1.18e-05,2.546148172188705e-05,-3.726148172188705e-05
-0.4408865032,-1.11e-05,2.60525184195705e-05,-3.71525184195705e-05
-0.4508914666,-1.07e-05,2.6643723846304526e-05,-3.734372384630452e-05
-0.46089524400000004,-1.05e-05,2.7234859190859532e-05,-3.773485919085953e-05
-0.47089868020000003,-1e-05,2.7825974373492547e-05,-3.7825974373492546e-05
-0.4809036582,-9.32e-06,2.8417180662958283e-05,-3.773718066295828e-05
-0.49090555020000004,-8.59e-06,2.9008204596939658e-05,-3.759820459693966e-05
-0.5009105821000001,-8.18e-06,2.9599414071421803e-05,-3.77794140714218e-05
-0.5109131905000001,-7.51e-06,3.019048033834841e-05,-3.770048033834841e-05
-0.5209181321,-7.01e-06,3.078168447689398e-05,-3.7791684476893985e-05
-0.5309204715,-6.39e-06,3.13727348482842e-05,-3.77627348482842e-05
-0.5409254245,-5.89e-06,3.196393966046961e-05,-3.785393966046961e-05
-0.5509271305000001,-5.32e-06,3.2554952603485304e-05,-3.787495260348531e-05
-0.5609320091,-4.8e-06,3.3146153019284436e-05,-3.794615301928444e-05
-0.5709359836,-3.76e-06,3.373730001071759e-05,-3.749730001071759e-05
-0.5809381104,-3.62e-06,3.4328337819315857e-05,-3.794833781931586e-05
-0.5909430853000001,-2.98e-06,3.491954392559884e-05,-3.789954392559884e-05
-0.6009457073,-2.73e-06,3.5510610996165945e-05,-3.824061099616595e-05
-0.6109518574,-1.86e-06,3.6101886546442844e-05,-3.796188654644284e-05
-0.6209538155000001,-1.36e-06,3.669291438635342e-05,-3.805291438635342e-05
-0.6309577093000001,-7.22e-07,3.7284056609125655e-05,-3.800605660912565e-05
-0.6409617602000001,-3.04e-07,3.7875208115127513e-05,-3.8179208115127516e-05
-0.6509642625000001,2.83e-07,3.846626811247639e-05,-3.818326811247639e-05
-0.6609694824000001,9.15e-07,3.9057488696106635e-05,-3.8142488696106635e-05
-0.6709716511,1.21e-06,3.9648528980626735e-05,-3.843852898062674e-05
-0.6809751897,2.28e-06,4.023965021419999e-05,-3.7959650214199994e-05
-0.6909798064,2.27e-06,4.0830835154010354e-05,-3.856083515401036e-05
-0.7009828659,2.99e-06,4.14219280769833e-05,-3.8431928076983305e-05
-0.7109882254000001,3.63e-06,4.2013156909746934e-05,-3.8383156909746936e-05
-0.7209898392,4.26e-06,4.260416440455276e-05,-3.8344164404552754e-05
-0.7309947904,4.61e-06,4.319536911037398e-05,-3.8585369110373984e-05
-0.7409980965,5.08e-06,4.3786476605240134e-05,-3.8706476605240136e-05
-0.7510018578000001,6.03e-06,4.437761099842661e-05,-3.834761099842661e-05
-0.7610068353,6.08e-06,4.496881725834674e-05,-3.8888817258346735e-05
-0.7710088139000001,7.24e-06,4.555984630962719e-05,-3.831984630962719e-05
-0.7810154351999999,7.46e-06,4.615114970368381e-05,-3.869114970368381e-05
-0.7910166676,8.27e-06,4.674213466110086e-05,-3.847213466110086e-05
-0.8010219303,8.54e-06,4.733335777383504e-05,-3.8793357773835046e-05
-0.8110257746,9.71e-06,4.792449707159222e-05,-3.821449707159222e-05
-0.8210287156000001,9.85e-06,4.851558299225639e-05,-3.866558299225639e-05
-0.8310325488000001,1e-05,4.91067216341011e-05,-3.91067216341011e-05
-0.8410365494,1.07e-05,4.969787016781492e-05,-3.8997870167814926e-05
-0.851040797,1.16e-05,5.0289033297058435e-05,-3.868903329705844e-05
-0.8610457009,1.17e-05,5.0880235207865263e-05,-3.9180235207865264e-05
-0.8710487625,1.25e-05,5.147132825492976e-05,-3.897132825492976e-05
-0.8810532921,1.33e-05,5.2062508047895444e-05,-3.8762508047895446e-05
-0.8910569127000001,1.36e-05,5.2653634126948195e-05,-3.90536341269482e-05
-0.9010628088,1.42e-05,5.3244894668056904e-05,-3.9044894668056905e-05
-0.9110668365,1.5e-05,5.3836044803142605e-05,-3.8836044803142606e-05
-0.9210709610000001,1.53e-05,5.442720065825776e-05,-3.9127200658257764e-05
-0.9310747254,1.59e-05,5.501833523462699e-05,-3.911833523462699e-05
-0.9410789702000001,1.66e-05,5.5609498198415114e-05,-3.900949819841512e-05
-0.9510830287000002,1.71e-05,5.6200650153510195e-05,-3.91006501535102e-05
-0.9610854695000001,1.77e-05,5.679170651674944e-05,-3.909170651674944e-05
-0.9710921265000001,1.79e-05,5.738301202036238e-05,-3.948301202036238e-05
-0.9810959991,1.87e-05,5.79741529904009e-05,-3.9274152990400896e-05
-0.991098993,1.93e-05,5.856524203699025e-05,-3.926524203699025e-05
-1.0011053980000002,1.98e-05,5.9156532649617434e-05,-3.9356532649617434e-05
-1.011108955,2.03e-05,5.974765497046901e-05,-3.944765497046901e-05
-1.0211131100000002,2.11e-05,6.033881262786618e-05,-3.923881262786618e-05
-1.03111817,2.18e-05,6.093002376281141e-05,-3.913002376281141e-05
-1.041121557,2.21e-05,6.152113603815673e-05,-3.942113603815673e-05
-1.051128566,2.28e-05,6.211246234187676e-05,-3.931246234187676e-05
-1.0611307110000001,2.31e-05,6.27035012259351e-05,-3.9603501225935106e-05
-1.071136979,2.39e-05,6.329478374306606e-05,-3.939478374306606e-05
-1.0811410970000002,2.46e-05,6.388593921408833e-05,-3.9285939214088326e-05
-1.091145051,2.47e-05,6.447708499415161e-05,-3.9777084994151605e-05
-1.1011503280000001,2.55e-05,6.506830895189015e-05,-3.956830895189015e-05
-1.1111559880000001,2.63e-05,6.565955554156338e-05,-3.935955554156338e-05
-1.121158544,2.68e-05,6.62506187121104e-05,-3.9450618712110405e-05
-1.1311645670000001,2.71e-05,6.684188675189409e-05,-3.9741886751894086e-05
-1.14116886,2.79e-05,6.74330525638787e-05,-3.9533052563878694e-05
-1.151174022,2.83e-05,6.802426972612769e-05,-3.972426972612769e-05
-1.161177911,2.89e-05,6.861541166526209e-05,-3.9715411665262095e-05
-1.171182723,2.91e-05,6.920660814558642e-05,-4.010660814558642e-05
-1.181188388,3.04e-05,6.979785503071573e-05,-3.939785503071573e-05
-1.1911917520000002,3.07e-05,7.038896594696315e-05,-3.968896594696315e-05
-1.201197649,3.13e-05,7.098022654125394e-05,-3.9680226541253936e-05
-1.211203409,3.16e-05,7.157147904004851e-05,-3.997147904004851e-05
-1.2212078400000002,3.24e-05,7.216265300662057e-05,-3.976265300662057e-05
-1.2312118140000001,3.31e-05,7.275379996850812e-05,-3.965379996850812e-05
-1.2412168410000002,3.34e-05,7.334500915344331e-05,-3.9945009153443314e-05
-1.251222121,3.4e-05,7.393623328845548e-05,-3.993623328845548e-05
-1.261226822,3.47e-05,7.452742320965512e-05,-3.9827423209655115e-05
-1.271232912,3.53e-05,7.51186952085501e-05,-3.981869520855011e-05
-1.281236932,3.6e-05,7.570984488863346e-05,-3.9709844888633464e-05
-1.2912411400000001,3.66e-05,7.630100567786493e-05,-3.970100567786493e-05
-1.30124751,3.7e-05,7.689229422229964e-05,-3.989229422229964e-05
-1.311252569,3.78e-05,7.748350529815366e-05,-3.968350529815367e-05
-1.321255842,3.84e-05,7.807461083710065e-05,-3.9674610837100654e-05
-1.331261304,3.85e-05,7.866584572671366e-05,-4.0165845726713656e-05
-1.341267319,3.93e-05,7.925711329376763e-05,-3.995711329376763e-05
-1.35127208,4.02e-05,7.984830676044007e-05,-3.964830676044007e-05
-1.361276414,4.05e-05,8.043947499516442e-05,-3.993947499516442e-05
-1.3712804710000002,4.08e-05,8.103062686162268e-05,-4.023062686162268e-05
-1.381287458,4.18e-05,8.162195186533602e-05,-3.982195186533602e-05
-1.391291255,4.24e-05,8.221308836807881e-05,-3.981308836807881e-05
-1.4012978600000001,4.26e-05,8.280439079894865e-05,-4.020439079894865e-05
-1.411301326,4.36e-05,8.339550774249982e-05,-3.979550774249981e-05
-1.421308008,4.41e-05,8.39868147233931e-05,-3.98868147233931e-05
-1.4313121180000001,4.46e-05,8.457796972168567e-05,-3.997796972168567e-05
-1.441318146,4.51e-05,8.51692380569254e-05,-4.006923805692541e-05
-1.45132407,4.6e-05,8.576050024667897e-05,-3.9760500246678966e-05
-1.461327176,4.61e-05,8.635159591739333e-05,-4.0251595917393324e-05
-1.471333336,4.7e-05,8.694287205267325e-05,-3.994287205267325e-05
-1.4813370090000002,4.77e-05,8.753400122810558e-05,-3.983400122810558e-05
-1.491343678,4.77e-05,8.812530744081307e-05,-4.042530744081307e-05
-1.5013487540000001,4.88e-05,8.871651952121773e-05,-3.9916519521217735e-05
-1.511353761,4.9e-05,8.930772752432865e-05,-4.0307727524328655e-05
-1.521358585,4.94e-05,8.989892471374754e-05,-4.0498924713747534e-05
-1.531362013,5.06e-05,9.049003941183261e-05,-3.9890039411832616e-05
-1.5413684810000001,5.11e-05,9.108133374720623e-05,-3.9981333747206225e-05
-1.551373189,5.16e-05,9.167252408204436e-05,-4.007252408204436e-05
-1.56137772,5.27e-05,9.226370395773774e-05,-3.9563703957737745e-05
