"FC, H = 100 Oe_x","FC, H = 100 Oe_y"
399.890747070313,-1.6695867967660034
399.890731811523,-1.6657461094668125
399.777221679687,-1.6664706451458928
399.4345703125,-1.666490784411865
398.86962890625,-1.6532002486159243
398.180969238281,-1.6672507291214305
397.390563964844,-1.6481088488883475
396.567199707031,-1.666282053830856
395.724975585937,-1.6616119744271014
394.875442504883,-1.6603839685013033
394.039733886719,-1.642388826861893
393.145431518555,-1.650298451933752
392.270477294922,-1.6573724721094545
391.420394897461,-1.6531070621317185
390.544418334961,-1.650434488314646
389.760437011719,-1.6555958399800006
388.937789916992,-1.6593131865855133
388.132400512695,-1.6456782066844613
387.295883178711,-1.6512265010960336
386.516479492188,-1.6429496698280852
385.718063354492,-1.637759184068027
384.934829711914,-1.6465194232581013
384.103149414063,-1.6372311354942388
383.310974121094,-1.6461447601543693
382.482482910156,-1.6678695726622799
381.677230834961,-1.6345511872249319
380.852111816406,-1.6583776973980613
380.070510864258,-1.6574175085591285
379.252838134766,-1.637477016854223
378.394836425781,-1.6468175830563185
377.566528320313,-1.6479823474844737
376.772598266602,-1.6475866850772116
375.939605712891,-1.6387920755005005
375.089019775391,-1.6545393914192053
374.269302368164,-1.6326133892737658
373.420257568359,-1.646410128991392
372.601516723633,-1.6412359425736731
371.760437011719,-1.6418319677772548
370.889282226562,-1.643418959728668
370.054489135742,-1.6292054202014248
369.263092041016,-1.6442815830165172
368.421325683594,-1.6220921166082298
367.591430664063,-1.6227859195883867
366.743255615234,-1.6310547844547911
365.902435302734,-1.6214368779089894
365.0791015625,-1.625025822423907
364.278335571289,-1.6218863855986045
363.401580810547,-1.6166509625975096
362.569976806641,-1.6315838951763244
361.761901855469,-1.6387496844906078
360.949752807617,-1.6165609833288943
360.125442504883,-1.6388046945737842
359.250442504883,-1.6317079942207409
358.402526855469,-1.6330167801556332
357.616012573242,-1.6219370178431447
356.774795532227,-1.6122448985226696
355.952865600586,-1.6213765354372165
355.118804931641,-1.6148976186780637
354.290893554687,-1.6178135149055932
353.450912475586,-1.6170894745454234
352.613739013672,-1.6211316291520763
351.723205566406,-1.6210380572748775
350.917297363281,-1.6103373945870323
350.132827758789,-1.613563441517606
349.310989379883,-1.6035192809910832
348.454818725586,-1.6003901601742125
347.648147583008,-1.5951242964862233
346.813858032227,-1.6106313817771396
345.974258422852,-1.6074317752181966
345.090789794922,-1.5899521742359857
344.261367797852,-1.609699031024586
343.450134277344,-1.598574547300587
342.640838623047,-1.6039695990674836
341.794662475586,-1.6000344171758591
340.948745727539,-1.5935912146392626
340.125289916992,-1.6018236976991296
339.2802734375,-1.6015661530799699
338.399993896484,-1.6058606322793565
337.593673706055,-1.602703520018518
336.768096923828,-1.5980959206725225
335.968231201172,-1.5989855824293988
335.13410949707,-1.5997386425710178
334.319198608398,-1.5859097913997493
333.447204589844,-1.5924344392592291
332.605270385742,-1.6047296958502215
331.775375366211,-1.595034527113341
330.975921630859,-1.5911739051516194
330.108917236328,-1.5942262715737638
329.260940551758,-1.595468402205735
328.443771362305,-1.5743644001329082
327.637710571289,-1.589835999528923
326.796722412109,-1.5927822669996052
325.930328369141,-1.581096929559779
325.081924438477,-1.5930400124189255
324.292846679687,-1.6082909426143845
323.460052490234,-1.5822552735964064
322.633056640625,-1.5829400163260579
321.785522460937,-1.5814030555077916
320.986892700195,-1.5771279151784199
320.160858154297,-1.5731970572899203
319.323837280273,-1.567770380742665
318.473846435547,-1.5730240238751285
317.662185668945,-1.589772666144592
316.838424682617,-1.5788985960849389
315.981155395508,-1.5679851904713369
315.130157470703,-1.5781181441295695
314.28840637207,-1.5753024877786506
313.413558959961,-1.570511373850481
312.573196411133,-1.5638046880202632
311.68977355957,-1.5731125255859824
310.839797973633,-1.576464515669295
309.923187255859,-1.580663265548688
309.053924560547,-1.563259644123489
308.175598144531,-1.5613357866313624
307.303649902344,-1.5594509619021844
306.401626586914,-1.5566403804343842
305.556488037109,-1.556753945841675
304.715728759766,-1.562420573116157
303.913986206055,-1.5694336862053686
303.089050292969,-1.5573245230655033
302.295028686523,-1.5405154783924582
301.505645751953,-1.5592619252097406
300.732940673828,-1.554142659136181
299.945236206055,-1.5420923646914724
299.146911621094,-1.5519501097083677
298.354110717773,-1.5481691975272724
297.565032958984,-1.5584130233457691
296.735748291016,-1.555202357580223
295.926666259766,-1.553694484936173
295.101531982422,-1.558159249235302
294.24348449707,-1.54198428366666
293.342346191406,-1.5440655717854432
292.562911987305,-1.5428814262910688
291.752487182617,-1.5472772506889034
290.951065063477,-1.5562983231480663
290.126403808594,-1.5438008965866081
289.293838500977,-1.5529812559584901
288.431823730469,-1.5485252052746714
287.578323364258,-1.5516132092265702
286.673522949219,-1.5455207214041213
285.813064575195,-1.5475829668975405
284.93571472168,-1.5506856551388735
284.065811157227,-1.5422704611081166
283.171844482422,-1.5464304454119966
282.305160522461,-1.5446018276658613
281.40380859375,-1.5364495267161815
280.53288269043,-1.5264279960900353
279.681442260742,-1.5245319673669215
278.834548950195,-1.530683261987765
278.028213500977,-1.548587668898043
277.270294189453,-1.5278747950330172
276.462982177734,-1.532437964282588
275.703628540039,-1.537758061462078
274.878387451172,-1.5271498315048313
274.146469116211,-1.5341704262594351
273.344375610352,-1.533487296195167
272.551605224609,-1.5336547500221696
271.704940795898,-1.5352359881482187
270.853637695313,-1.5213107289988064
270.001266479492,-1.5323091399871887
269.21598815918,-1.5198807755725863
268.385467529297,-1.5278813687277828
267.513656616211,-1.5335281785836274
266.618988037109,-1.5457043830017294
265.754241943359,-1.5245959114012972
264.847717285156,-1.532472063304144
263.980056762695,-1.5243064095373338
263.10188293457,-1.5149030742138823
262.237731933594,-1.5303608427588895
261.377090454102,-1.5291786923892883
260.504791259766,-1.5014935826807068
259.628509521484,-1.5113376525706597
258.77555847168,-1.5276860832616046
257.989044189453,-1.5221758072641447
257.243530273438,-1.5166009325432908
256.465026855469,-1.531672479618555
255.662704467773,-1.5195350263789098
254.843101501465,-1.5250189998358168
254.071350097656,-1.5127184831556866
253.258193969727,-1.5062637614670757
252.52530670166,-1.5240846581244976
251.705596923828,-1.5262935489650278
250.894927978516,-1.5334812649005252
250.00170135498,-1.509598562883955
249.165351867676,-1.5045925522752315
248.286476135254,-1.5019836429324058
247.420944213867,-1.5233515983043415
246.527778625488,-1.5107261900110993
245.637893676758,-1.5180729654116099
244.736907958984,-1.5016776620612258
243.894180297852,-1.5089087422793566
242.97435760498,-1.5136402581960358
242.08674621582,-1.5238572943043702
241.23412322998,-1.4924674723733644
240.435981750488,-1.5182498753900624
239.614929199219,-1.5167868913128757
238.827766418457,-1.5108584752326015
237.996406555176,-1.4923597845006487
237.161277770996,-1.501087608565769
236.31706237793,-1.5075468755214552
235.51091003418,-1.498244412519553
234.663780212402,-1.4958104338197036
233.8583984375,-1.4895040055119453
233.023162841797,-1.4920852954056567
232.223854064941,-1.4963023461309817
231.369186401367,-1.491218256868179
230.552070617676,-1.485425532016937
229.695465087891,-1.494689252190013
228.885780334473,-1.488194668354505
228.027008056641,-1.4959687273968343
227.205604553223,-1.4897316305319037
226.372200012207,-1.493978189750409
225.55249786377,-1.4975317004542477
224.719078063965,-1.4892454630150966
223.855247497559,-1.4768139437868923
222.975326538086,-1.4878856416354957
222.188041687012,-1.4910302720073325
221.347137451172,-1.4870347636992407
220.539169311523,-1.4994899223487375
219.727638244629,-1.4913821107628418
218.881454467773,-1.4853912442078594
218.040786743164,-1.4851100682763059
217.218299865723,-1.4803193309839446
216.350967407227,-1.4915273630958403
215.527198791504,-1.4866246225856286
214.706237792969,-1.4989177701630807
213.874443054199,-1.4936818892609254
213.040908813477,-1.489060862235397
212.239776611328,-1.4838354287554971
211.366058349609,-1.4788048943674115
210.529487609863,-1.4703545063546453
209.723106384277,-1.4956255927971842
208.89518737793,-1.4821660742730822
208.051368713379,-1.475785570057772
207.270133972168,-1.4865660277037651
206.41423034668,-1.472865241334559
205.606979370117,-1.4729189781745788
204.73853302002,-1.4785422549573375
203.878074645996,-1.4590177961104223
203.017196655273,-1.4732798061428296
202.214973449707,-1.4733125511275316
201.371246337891,-1.4631281009073798
200.573440551758,-1.4821939908304402
199.721809387207,-1.4638896857844426
198.887580871582,-1.4685362478291146
198.04150390625,-1.4811845631158151
197.211967468262,-1.4731120384545608
196.392379760742,-1.4609763519923387
195.590362548828,-1.475815131064606
194.74885559082,-1.4665660307730557
193.927536010742,-1.4673240946264963
193.100967407227,-1.4600730460731772
192.255836486816,-1.4758043393729814
191.407981872559,-1.468164451285474
190.598609924316,-1.4725810094096543
189.768043518066,-1.4673926860100783
188.914108276367,-1.4540945893173878
188.048080444336,-1.4627412915242053
187.238746643066,-1.4639687479141683
186.442764282227,-1.477772411483675
185.611053466797,-1.4641597441388117
184.758934020996,-1.4767746276465616
183.921524047852,-1.4690227238655362
183.076347351074,-1.4355604339915526
182.280624389648,-1.462672803871106
181.41780090332,-1.455006841928812
180.568748474121,-1.449846557685713
179.764335632324,-1.4537672870572944
178.952011108398,-1.4628589434110335
178.118545532227,-1.4438159146174063
177.300941467285,-1.4502003535430275
176.468505859375,-1.4401960282286574
175.643600463867,-1.4581075400275707
174.776298522949,-1.462140225154353
173.971588134766,-1.4446648627910914
173.113403320313,-1.464936355814471
172.278182983398,-1.458973395101991
171.462455749512,-1.4452436595943972
170.635673522949,-1.4477640971527101
169.796600341797,-1.4518713634670348
168.947883605957,-1.4493402383344685
168.080238342285,-1.4536578594031166
167.277877807617,-1.4493385949358846
166.452621459961,-1.449495674724555
165.628662109375,-1.4512702222583604
164.794403076172,-1.4474812430276407
163.979522705078,-1.4475516803354358
163.149810791016,-1.4479898666893438
162.33512878418,-1.4501485285621707
161.491226196289,-1.4545581039018136
160.689453125,-1.4428643996758899
159.81258392334,-1.4515576125765757
158.977630615234,-1.4410178882378422
158.136138916016,-1.4428823324428073
157.309997558594,-1.4554595892220419
156.461906433105,-1.4349977381459214
155.62410736084,-1.4358805154326715
154.791244506836,-1.447159377842733
153.952041625977,-1.4425968532177151
153.109649658203,-1.4437879628271633
152.309745788574,-1.4318812519948543
151.469108581543,-1.4429415660501557
150.642776489258,-1.4435116452686731
149.773452758789,-1.4409570644850542
148.995544433594,-1.429345720885787
148.173202514648,-1.4170852995075855
147.333770751953,-1.4292313401550776
146.502098083496,-1.4441515461362675
145.660179138184,-1.4346061075466336
144.817276000977,-1.4307125669844798
144.001068115234,-1.4204390749475353
143.16674041748,-1.449889508230185
142.356658935547,-1.4490892352678664
141.496551513672,-1.4175346715048192
140.681419372559,-1.437029102027855
139.841857910156,-1.4330210967471113
139.015075683594,-1.4334142794298597
138.17406463623,-1.4334344627934545
137.356758117676,-1.43965723756595
136.498085021973,-1.4260571229232997
135.656837463379,-1.435975502770149
134.817108154297,-1.424515118802981
134.005020141602,-1.4339533693445055
133.171028137207,-1.4329480349585642
132.35888671875,-1.4295527101001382
131.52352142334,-1.4087087907022255
130.699104309082,-1.431366607672934
129.854187011719,-1.425455764313386
129.042625427246,-1.4286441551837883
128.146308898926,-1.437744306133711
127.326866149902,-1.4199729567287627
126.515888214111,-1.4313031135759084
125.68968963623,-1.4172291253185856
124.843631744385,-1.4195204976339766
124.004508972168,-1.4164636531005994
123.152370452881,-1.4254826903342708
122.369049072266,-1.4193200783563495
121.517665863037,-1.425656126303971
120.685264587402,-1.4243256001835207
119.855278015137,-1.416389016587938
119.050266265869,-1.408291699958523
118.193592071533,-1.427212064005459
117.328880310059,-1.4174414505077708
116.483089447021,-1.407990928343081
115.68176651001,-1.411755953799576
114.846302032471,-1.409380266406793
114.037651062012,-1.415767864253412
113.180191040039,-1.424970779778004
112.351497650146,-1.4168370795062517
111.526382446289,-1.4135625576516213
110.705867767334,-1.4075983895195778
109.880432128906,-1.4186351184337131
109.008163452148,-1.4281234447487994
108.195259094238,-1.4268575406912252
107.330131530762,-1.4012831363662546
106.482738494873,-1.4181286158284518
105.704578399658,-1.4104264294012478
104.852710723877,-1.412441195185258
103.993598937988,-1.4207728491575515
103.214572906494,-1.4116880578229887
102.375911712646,-1.4098448628438323
101.53010559082,-1.4191044416322267
100.729309082031,-1.3883687872410782
99.9016151428223,-1.4224574151709435
99.0084381103516,-1.40870545342832
98.181037902832,-1.41866764209449
97.370491027832,-1.405252293569865
96.5390739440918,-1.422885937206015
95.7176666259766,-1.4029085530051917
94.9077072143555,-1.4127464920990143
94.0818252563477,-1.4209558364307777
93.2550468444824,-1.4132396287235875
92.4069366455078,-1.4279924768829506
91.5667877197266,-1.3947890276176822
90.7572402954102,-1.4058153488494227
89.9437294006348,-1.4018426423110684
89.0408020019531,-1.4229017467153293
88.1964683532715,-1.4121724270090161
87.3877563476563,-1.4053589205372556
86.5658302307129,-1.399330775145621
85.7527389526367,-1.420005042391289
84.9246215820312,-1.4079398021712812
84.0595436096191,-1.405672840060843
83.2624206542969,-1.4047158979332912
82.3682899475098,-1.4078020128005642
81.4821968078613,-1.4090144999092076
80.6549987792969,-1.4186679276866516
79.8509483337402,-1.4228116361432044
78.9862022399902,-1.403674199141434
78.1702041625977,-1.4160201955371567
77.3332366943359,-1.4111567223777983
76.4851112365723,-1.3984140922252364
75.6464309692383,-1.413594447260917
74.7767181396484,-1.4078325009268193
73.926929473877,-1.3999469874219514
73.1175193786621,-1.3942294833367697
72.2516899108887,-1.4041763017249052
71.4053153991699,-1.3965894635388199
70.5836601257324,-1.4041407958555612
69.7463264465332,-1.3968608428943416
68.912654876709,-1.3937703776109633
68.0414657592773,-1.4060940973223774
67.1881446838379,-1.3889174905087835
66.3320770263672,-1.4005384245030117
65.4982185363769,-1.4033498915081826
64.6666679382324,-1.3919775598257182
63.8222103118897,-1.4077087007596718
62.9940032958984,-1.399588431165246
62.131383895874,-1.4070236781753362
61.2730255126953,-1.3941771311522655
60.4746055603027,-1.4180946716897185
59.6203441619873,-1.4043509970096377
58.7676086425781,-1.3978005630220007
57.9185619354248,-1.3910679944056816
57.0843734741211,-1.3918882042017746
56.2594604492188,-1.3916062586471092
55.4140510559082,-1.4039829602337583
54.5604190826416,-1.39603050074989
53.7140140533447,-1.4022992945842863
52.874870300293,-1.4009832219489267
52.0361061096191,-1.4017431523386636
51.1841735839844,-1.3951111265027565
50.330602645874,-1.3875135335335835
49.4994773864746,-1.392880617884309
48.6277103424072,-1.3945704418374922
47.7667541503906,-1.4000300345580579
46.944128036499,-1.3904941153885926
46.1137523651123,-1.3848453749573828
45.2759780883789,-1.3943882005446577
44.4301681518555,-1.3958765570272043
43.5773983001709,-1.3955358321896258
42.7389736175537,-1.386106185171277
41.8686618804932,-1.3941981893131927
41.0295753479004,-1.3889678871187958
40.1891212463379,-1.3859672744464133
39.3599300384521,-1.3812918820806368
38.5022945404053,-1.3889323540683933
37.6292285919189,-1.3853073887999385
36.8080577850342,-1.3733985916428895
35.9926872253418,-1.3706767304196334
35.1501541137695,-1.3703674203820715
34.2931423187256,-1.3797375193072108
33.4511623382568,-1.3784954663197466
32.6064033508301,-1.3682185168472245
31.7534656524658,-1.3838173395968922
30.9194383621216,-1.3604192363338428
30.0769910812378,-1.3719885127908444
29.2508192062378,-1.3801436602724362
28.3567295074463,-1.3668692459100023
27.5432195663452,-1.3622478155027606
26.7261838912964,-1.3741607370102553
25.9176549911499,-1.3557199547750647
25.0389757156372,-1.3645069707267536
