#RUN ON SOFTWARE VERSION:,,,,,,,
1.2,,,,,,,
#FIELD CONFIGURATIONS,,,,,,,
Magnet: EM7-CSB,,,,,,,
Power supply: LS648,,,,,,,
Magnet mode: High field,,,,,,,
Head amplitude: 100%,,,,,,,
Gap settings: Gap 2 - RT B,,,,,,,
Coil set name: LC86,,,,,,,
Coil set serial number: A1302,,,,,,,
Coil set balance number: 0.2,,,,,,,
Moment X calibration value: -24.9684255428087 emu/volt,,,,,,,
Moment X calibration field: 5000 Oe,,,,,,,
Moment X calibration expected moment: 6.92 emu,,,,,,,
Moment X calibration standard ID: ,,,,,,,
Moment X calibration comments: by Andrea,,,,,,,
#SAMPLE SETTINGS,,,,,,,
ID: Sample1,,,,,,,
Volume: 1.00000 cm,,,,,,,
Area: 1.00000 cm,,,,,,,
Mass: 1.00000 g,,,,,,,
Demagnetization factor: 0.00000 in CGS,,,,,,,
#HYSTERESIS MEASUREMENT,,,,,,,
#ACQUISITION SETUP,,,,,,,
Max field: 20 kOe,,,,,,,
Field step size: 100 Oe,,,,,,,
Include initial curve: False,,,,,,,
Averaging time: 2 s,,,,,,,
2,0,0,8396.825262,-1.15E-05,233.2,GOOD,GOOD
2,0,0,8296.767867,-1.07E-05,235.2,GOOD,GOOD
2,0,0,8196.735304,-1.01E-05,237.2,GOOD,GOOD
2,0,0,8096.670902,-1.00E-05,239.2,GOOD,GOOD
2,0,0,7996.625923,-8.92E-06,241.2,GOOD,GOOD
2,0,0,7896.585466,-8.39E-06,243.2,GOOD,GOOD
2,0,0,7796.51564,-8.13E-06,245.2,GOOD,GOOD
2,0,0,7696.490844,-7.32E-06,247.2,GOOD,GOOD
2,0,0,7596.429001,-6.99E-06,249.2,GOOD,GOOD
2,0,0,7496.391895,-6.44E-06,251.2,GOOD,GOOD
2,0,0,7396.339084,-5.88E-06,253.2,GOOD,GOOD
2,0,0,7296.2867,-5.30E-06,255.2,GOOD,GOOD
2,0,0,7196.245394,-4.70E-06,257.2,GOOD,GOOD
2,0,0,7096.189579,-3.86E-06,259.2,GOOD,GOOD
2,0,0,6996.140482,-3.52E-06,261.2,GOOD,GOOD
2,0,0,6896.086501,-3.02E-06,263.2,GOOD,GOOD
2,0,0,6796.042389,-2.27E-06,265.2,GOOD,GOOD
2,0,0,6695.991785,-1.99E-06,267.2,GOOD,GOOD
2,0,0,6595.933656,-1.22E-06,269.2,GOOD,GOOD
2,0,0,6495.900677,-7.48E-07,271.2,GOOD,GOOD
2,0,0,6395.832812,-1.59E-07,273.2,GOOD,GOOD
2,0,0,6295.795225,4.95E-07,275.2,GOOD,GOOD
2,0,0,6195.742414,8.94E-07,277.2,GOOD,GOOD
2,0,0,6095.686244,1.60E-06,279.2,GOOD,GOOD
2,0,0,5995.656762,2.25E-06,281.2,GOOD,GOOD
2,0,0,5895.578804,2.45E-06,283.2,GOOD,GOOD
2,0,0,5795.549746,3.25E-06,285.2,GOOD,GOOD
2,0,0,5695.492349,4.00E-06,287.2,GOOD,GOOD
2,0,0,5595.451724,4.31E-06,289.2,GOOD,GOOD
2,0,0,5495.392325,4.99E-06,291.2,GOOD,GOOD
2,0,0,5395.355749,5.55E-06,293.2,GOOD,GOOD
2,0,0,5295.292013,6.04E-06,295.2,GOOD,GOOD
2,0,0,5195.245967,6.62E-06,297.2,GOOD,GOOD
2,0,0,5095.207073,6.95E-06,299.2,GOOD,GOOD
2,0,0,4995.145441,7.79E-06,301.2,GOOD,GOOD
2,0,0,4895.107891,8.19E-06,303.2,GOOD,GOOD
2,0,0,4795.048574,8.66E-06,305.2,GOOD,GOOD
2,0,0,4695.00994,9.28E-06,307.2,GOOD,GOOD
2,0,0,4594.962132,9.76E-06,309.2,GOOD,GOOD
2,0,0,4494.90149,1.05E-05,311.2,GOOD,GOOD
2,0,0,4394.872331,1.09E-05,313.2,GOOD,GOOD
2,0,0,4294.814061,1.14E-05,315.2,GOOD,GOOD
2,0,0,4194.775242,1.23E-05,317.2,GOOD,GOOD
2,0,0,4094.706599,1.25E-05,319.2,GOOD,GOOD
2,0,0,3994.675938,1.31E-05,321.2,GOOD,GOOD
2,0,0,3894.62238,1.37E-05,323.2,GOOD,GOOD
2,0,0,3794.567131,1.43E-05,325.2,GOOD,GOOD
2,0,0,3694.535863,1.47E-05,327.2,GOOD,GOOD
2,0,0,3594.471898,1.54E-05,329.2,GOOD,GOOD
2,0,0,3494.433725,1.56E-05,331.2,GOOD,GOOD
2,0,0,3394.381144,1.62E-05,333.2,GOOD,GOOD
2,0,0,3294.337188,1.70E-05,335.2,GOOD,GOOD
2,0,0,3194.291011,1.76E-05,337.2,GOOD,GOOD
2,0,0,3094.275151,1.80E-05,339.2,GOOD,GOOD
2,0,0,2994.196912,1.86E-05,341.2,GOOD,GOOD
2,0,0,2894.138917,1.93E-05,343.2,GOOD,GOOD
2,0,0,2794.099186,1.95E-05,345.2,GOOD,GOOD
2,0,0,2694.063631,2.04E-05,347.2,GOOD,GOOD
2,0,0,2593.989522,2.08E-05,349.2,GOOD,GOOD
2,0,0,2493.96529,2.13E-05,351.2,GOOD,GOOD
2,0,0,2393.921083,2.17E-05,353.2,GOOD,GOOD
2,0,0,2293.859232,2.25E-05,355.2,GOOD,GOOD
2,0,0,2193.816163,2.30E-05,357.2,GOOD,GOOD
2,0,0,2093.792173,2.34E-05,359.2,GOOD,GOOD
2,0,0,1993.732333,2.41E-05,361.2,GOOD,GOOD
2,0,0,1893.660031,2.43E-05,363.2,GOOD,GOOD
2,0,0,1793.655735,2.52E-05,365.2,GOOD,GOOD
2,0,0,1693.599869,2.57E-05,367.2,GOOD,GOOD
2,0,0,1593.535695,2.61E-05,369.2,GOOD,GOOD
2,0,0,1493.497298,2.71E-05,371.2,GOOD,GOOD
2,0,0,1393.471319,2.73E-05,373.2,GOOD,GOOD
2,0,0,1293.41642,2.77E-05,375.2,GOOD,GOOD
2,0,0,1193.353769,2.83E-05,377.2,GOOD,GOOD
2,0,0,1093.333189,2.89E-05,379.2,GOOD,GOOD
2,0,0,993.2948751,2.91E-05,381.2,GOOD,GOOD
2,0,0,893.2222732,2.97E-05,383.2,GOOD,GOOD
2,0,0,793.1867315,3.04E-05,385.2,GOOD,GOOD
2,0,0,693.1561143,3.12E-05,387.2,GOOD,GOOD
2,0,0,593.1048125,3.14E-05,389.2,GOOD,GOOD
2,0,0,493.0438815,3.15E-05,391.2,GOOD,GOOD
2,0,0,393.0174375,3.27E-05,393.2,GOOD,GOOD
2,0,0,292.9940782,3.27E-05,395.2,GOOD,GOOD
2,0,0,192.847741,3.35E-05,397.2,GOOD,GOOD
2,0,0,92.87960005,3.42E-05,399.2,GOOD,GOOD
2,0,0,-7.167699384,3.47E-05,401.2,GOOD,GOOD
2,0,0,-107.2031984,1.48E-05,403.2,GOOD,GOOD
2,0,0,-207.2454853,-3.39E-05,405.2,GOOD,GOOD
2,0,0,-307.282693,-3.32E-05,407.2,GOOD,GOOD
2,0,0,-407.3428966,-3.30E-05,409.2,GOOD,GOOD
2,0,0,-507.3716149,-3.22E-05,411.2,GOOD,GOOD
2,0,0,-607.4057316,-3.19E-05,413.2,GOOD,GOOD
2,0,0,-707.4637751,-3.12E-05,415.2,GOOD,GOOD
2,0,0,-807.4866491,-3.11E-05,417.2,GOOD,GOOD
2,0,0,-907.5242245,-2.99E-05,419.2,GOOD,GOOD
2,0,0,-1007.558763,-2.98E-05,421.2,GOOD,GOOD
2,0,0,-1107.62131,-2.93E-05,423.2,GOOD,GOOD
2,0,0,-1207.647247,-2.89E-05,425.2,GOOD,GOOD
2,0,0,-1307.679634,-2.84E-05,427.2,GOOD,GOOD
2,0,0,-1407.740415,-2.76E-05,429.2,GOOD,GOOD
2,0,0,-1507.770216,-2.74E-05,431.2,GOOD,GOOD
2,0,0,-1607.799678,-2.65E-05,433.2,GOOD,GOOD
2,0,0,-1707.85925,-2.60E-05,435.2,GOOD,GOOD
2,0,0,-1807.89913,-2.55E-05,437.2,GOOD,GOOD
2,0,0,-1907.916025,-2.49E-05,439.2,GOOD,GOOD
2,0,0,-2007.9634,-2.47E-05,441.2,GOOD,GOOD
2,0,0,-2108.02128,-2.39E-05,443.2,GOOD,GOOD
2,0,0,-2208.038193,-2.34E-05,445.2,GOOD,GOOD
2,0,0,-2308.080072,-2.31E-05,447.2,GOOD,GOOD
2,0,0,-2408.126524,-2.24E-05,449.2,GOOD,GOOD
2,0,0,-2508.161316,-2.19E-05,451.2,GOOD,GOOD
2,0,0,-2608.164891,-2.11E-05,453.2,GOOD,GOOD
2,0,0,-2708.234052,-2.06E-05,455.2,GOOD,GOOD
2,0,0,-2808.275357,-2.03E-05,457.2,GOOD,GOOD
2,0,0,-2908.309004,-1.97E-05,459.2,GOOD,GOOD
2,0,0,-3008.347733,-1.91E-05,461.2,GOOD,GOOD
2,0,0,-3108.404097,-1.87E-05,463.2,GOOD,GOOD
2,0,0,-3208.4195,-1.77E-05,465.2,GOOD,GOOD
2,0,0,-3308.470157,-1.73E-05,467.2,GOOD,GOOD
2,0,0,-3408.499498,-1.69E-05,469.2,GOOD,GOOD
2,0,0,-3508.533634,-1.62E-05,471.2,GOOD,GOOD
2,0,0,-3608.583845,-1.58E-05,473.2,GOOD,GOOD
2,0,0,-3708.607922,-1.51E-05,475.2,GOOD,GOOD
2,0,0,-3808.653813,-1.47E-05,477.2,GOOD,GOOD
2,0,0,-3908.684756,-1.43E-05,479.2,GOOD,GOOD
2,0,0,-4008.7309,-1.36E-05,481.2,GOOD,GOOD
2,0,0,-4108.767607,-1.33E-05,483.2,GOOD,GOOD
2,0,0,-4208.788075,-1.24E-05,485.2,GOOD,GOOD
2,0,0,-4308.843952,-1.18E-05,487.2,GOOD,GOOD
2,0,0,-4408.865032,-1.11E-05,489.2,GOOD,GOOD
2,0,0,-4508.914666,-1.07E-05,491.2,GOOD,GOOD
2,0,0,-4608.95244,-1.05E-05,493.2,GOOD,GOOD
2,0,0,-4708.986802,-1.00E-05,495.2,GOOD,GOOD
2,0,0,-4809.036582,-9.32E-06,497.2,GOOD,GOOD
2,0,0,-4909.055502,-8.59E-06,499.2,GOOD,GOOD
2,0,0,-5009.105821,-8.18E-06,501.2,GOOD,GOOD
2,0,0,-5109.131905,-7.51E-06,503.2,GOOD,GOOD
2,0,0,-5209.181321,-7.01E-06,505.2,GOOD,GOOD
2,0,0,-5309.204715,-6.39E-06,507.2,GOOD,GOOD
2,0,0,-5409.254245,-5.89E-06,509.2,GOOD,GOOD
2,0,0,-5509.271305,-5.32E-06,511.2,GOOD,GOOD
2,0,0,-5609.320091,-4.80E-06,513.2,GOOD,GOOD
2,0,0,-5709.359836,-3.76E-06,515.2,GOOD,GOOD
2,0,0,-5809.381104,-3.62E-06,517.2,GOOD,GOOD
2,0,0,-5909.430853,-2.98E-06,519.2,GOOD,GOOD
2,0,0,-6009.457073,-2.73E-06,521.2,GOOD,GOOD
2,0,0,-6109.518574,-1.86E-06,523.2,GOOD,GOOD
2,0,0,-6209.538155,-1.36E-06,525.2,GOOD,GOOD
2,0,0,-6309.577093,-7.22E-07,527.2,GOOD,GOOD
2,0,0,-6409.617602,-3.04E-07,529.2,GOOD,GOOD
2,0,0,-6509.642625,2.83E-07,531.2,GOOD,GOOD
2,0,0,-6609.694824,9.15E-07,533.2,GOOD,GOOD
2,0,0,-6709.716511,1.21E-06,535.2,GOOD,GOOD
2,0,0,-6809.751897,2.28E-06,537.2,GOOD,GOOD
2,0,0,-6909.798064,2.27E-06,539.2,GOOD,GOOD
2,0,0,-7009.828659,2.99E-06,541.2,GOOD,GOOD
2,0,0,-7109.882254,3.63E-06,543.2,GOOD,GOOD
2,0,0,-7209.898392,4.26E-06,545.2,GOOD,GOOD
2,0,0,-7309.947904,4.61E-06,547.2,GOOD,GOOD
2,0,0,-7409.980965,5.08E-06,549.2,GOOD,GOOD
2,0,0,-7510.018578,6.03E-06,551.2,GOOD,GOOD
2,0,0,-7610.068353,6.08E-06,553.2,GOOD,GOOD
2,0,0,-7710.088139,7.24E-06,555.2,GOOD,GOOD
2,0,0,-7810.154352,7.46E-06,557.2,GOOD,GOOD
2,0,0,-7910.166676,8.27E-06,559.2,GOOD,GOOD
2,0,0,-8010.219303,8.54E-06,561.2,GOOD,GOOD
2,0,0,-8110.257746,9.71E-06,563.2,GOOD,GOOD
2,0,0,-8210.287156,9.85E-06,565.2,GOOD,GOOD
2,0,0,-8310.325488,1.00E-05,567.2,GOOD,GOOD
2,0,0,-8410.365494,1.07E-05,569.2,GOOD,GOOD
2,0,0,-8510.40797,1.16E-05,571.2,GOOD,GOOD
2,0,0,-8610.457009,1.17E-05,573.2,GOOD,GOOD
2,0,0,-8710.487625,1.25E-05,575.2,GOOD,GOOD
2,0,0,-8810.532921,1.33E-05,577.2,GOOD,GOOD
2,0,0,-8910.569127,1.36E-05,579.2,GOOD,GOOD
2,0,0,-9010.628088,1.42E-05,581.2,GOOD,GOOD
2,0,0,-9110.668365,1.50E-05,583.2,GOOD,GOOD
2,0,0,-9210.70961,1.53E-05,585.2,GOOD,GOOD
2,0,0,-9310.747254,1.59E-05,587.2,GOOD,GOOD
2,0,0,-9410.789702,1.66E-05,589.2,GOOD,GOOD
2,0,0,-9510.830287,1.71E-05,591.2,GOOD,GOOD
2,0,0,-9610.854695,1.77E-05,593.2,GOOD,GOOD
2,0,0,-9710.921265,1.79E-05,595.2,GOOD,GOOD
2,0,0,-9810.959991,1.87E-05,597.2,GOOD,GOOD
2,0,0,-9910.98993,1.93E-05,599.2,GOOD,GOOD
2,0,0,-10011.05398,1.98E-05,601.2,GOOD,GOOD
2,0,0,-10111.08955,2.03E-05,603.2,GOOD,GOOD
2,0,0,-10211.1311,2.11E-05,605.2,GOOD,GOOD
2,0,0,-10311.1817,2.18E-05,607.2,GOOD,GOOD
2,0,0,-10411.21557,2.21E-05,609.2,GOOD,GOOD
2,0,0,-10511.28566,2.28E-05,611.2,GOOD,GOOD
2,0,0,-10611.30711,2.31E-05,613.2,GOOD,GOOD
2,0,0,-10711.36979,2.39E-05,615.2,GOOD,GOOD
2,0,0,-10811.41097,2.46E-05,617.2,GOOD,GOOD
2,0,0,-10911.45051,2.47E-05,619.2,GOOD,GOOD
2,0,0,-11011.50328,2.55E-05,621.2,GOOD,GOOD
2,0,0,-11111.55988,2.63E-05,623.2,GOOD,GOOD
2,0,0,-11211.58544,2.68E-05,625.2,GOOD,GOOD
2,0,0,-11311.64567,2.71E-05,627.2,GOOD,GOOD
2,0,0,-11411.6886,2.79E-05,629.2,GOOD,GOOD
2,0,0,-11511.74022,2.83E-05,631.2,GOOD,GOOD
2,0,0,-11611.77911,2.89E-05,633.2,GOOD,GOOD
2,0,0,-11711.82723,2.91E-05,635.2,GOOD,GOOD
2,0,0,-11811.88388,3.04E-05,637.2,GOOD,GOOD
2,0,0,-11911.91752,3.07E-05,639.2,GOOD,GOOD
2,0,0,-12011.97649,3.13E-05,641.2,GOOD,GOOD
2,0,0,-12112.03409,3.16E-05,643.2,GOOD,GOOD
2,0,0,-12212.0784,3.24E-05,645.2,GOOD,GOOD
2,0,0,-12312.11814,3.31E-05,647.2,GOOD,GOOD
2,0,0,-12412.16841,3.34E-05,649.2,GOOD,GOOD
2,0,0,-12512.22121,3.40E-05,651.2,GOOD,GOOD
2,0,0,-12612.26822,3.47E-05,653.2,GOOD,GOOD
2,0,0,-12712.32912,3.53E-05,655.2,GOOD,GOOD
2,0,0,-12812.36932,3.60E-05,657.2,GOOD,GOOD
2,0,0,-12912.4114,3.66E-05,659.2,GOOD,GOOD
2,0,0,-13012.4751,3.70E-05,661.2,GOOD,GOOD
2,0,0,-13112.52569,3.78E-05,663.2,GOOD,GOOD
2,0,0,-13212.55842,3.84E-05,665.2,GOOD,GOOD
2,0,0,-13312.61304,3.85E-05,667.2,GOOD,GOOD
2,0,0,-13412.67319,3.93E-05,669.2,GOOD,GOOD
2,0,0,-13512.7208,4.02E-05,671.2,GOOD,GOOD
2,0,0,-13612.76414,4.05E-05,673.2,GOOD,GOOD
2,0,0,-13712.80471,4.08E-05,675.2,GOOD,GOOD
2,0,0,-13812.87458,4.18E-05,677.2,GOOD,GOOD
2,0,0,-13912.91255,4.24E-05,679.2,GOOD,GOOD
2,0,0,-14012.9786,4.26E-05,681.2,GOOD,GOOD
2,0,0,-14113.01326,4.36E-05,683.2,GOOD,GOOD
2,0,0,-14213.08008,4.41E-05,685.2,GOOD,GOOD
2,0,0,-14313.12118,4.46E-05,687.2,GOOD,GOOD
2,0,0,-14413.18146,4.51E-05,689.2,GOOD,GOOD
2,0,0,-14513.2407,4.60E-05,691.2,GOOD,GOOD
2,0,0,-14613.27176,4.61E-05,693.2,GOOD,GOOD
2,0,0,-14713.33336,4.70E-05,695.2,GOOD,GOOD
2,0,0,-14813.37009,4.77E-05,697.2,GOOD,GOOD
